LandProvince;SeaZone;x;y;
anbang;ha_long_bay;12572;4512;x
quang_yen;red_river_delta;12557;4501;x
van_don;ha_long_bay;12590;4532;x
hoan_chau;ca_river_estuary;12502;4395;x
nam_sach;red_river_delta;12551;4495;x
nghe_ann;ca_river_estuary;12508;4382;x
nhat_nam;hon_la_island;12533;4352;x
thanh_hoa;hon_me_island;12511;4439;x
co_dang;hon_me_island;12516;4450;x
khet_theu;hon_me_island;12508;4425;x
thien_truong;red_river_delta;12537;4467;x
bo_hai_khau;red_river_delta;12544;4485;x
trang_an;hon_me_island;12524;4454;x
banjar;cape_selatan;12902;3153;x
pelaihari;cape_selatan;12907;3141;x
kotawaringin_lama;kotawaringin_bay;12762;3185;x
air_hitam;air_hitam_bay;12719;3185;x
jelai;kotawaringin_bay;12746;3178;x
pontianak;kapuas_delta;12655;3339;x
kubu;kapuas_delta;12666;3312;x
mendawai;sampit_bay;12848;3169;x
kahayan_hilir;sampit_bay;12863;3168;x
paser;adang_bay;12995;3239;x
bangkalan_borneo;laut_strait;12988;3200;x
cantung;laut_strait;12982;3173;x
pagatan;cape_kandanghaur;12964;3145;x
sigam;sebuku_strait;12987;3146;x
sambas;cape_api;12658;3437;x
mandor;kapuas_delta;12659;3351;x
mempawah;sambas_estuary;12648;3372;x
monterado;sambas_estuary;12647;3388;x
sampit;sampit_bay;12836;3177;x
kumai;kotawaringin_bay;12776;3186;x
seruyan;cape_siamok;12801;3163;x
sukadana;sukadana_bay;12697;3275;x
kendawangan;cape_bawang;12706;3211;x
pesaguan;cape_bawang;12702;3235;x
tanjungpura;sukadana_bay;12697;3260;x
teluk_melano;karimata_islands;12643;3259;x
tutong;brunei_bay;12907;3612;x
barulo;cape_payong;12846;3541;x
niah;cape_baram;12875;3583;x
sambaliung;berau_delta;13056;3455;x
sungai_lati;berau_delta;13065;3466;x
tanjung_palas;sesayap_delta;13051;3504;x
berune;brunei_bay;12919;3622;x
api_api;kimanis_bay;12977;3690;x
padas;brunei_bay;12950;3632;x
karangan;sangkulirang_bay;13067;3393;x
bengalon;sangkulirang_bay;13050;3380;x
sandaran;sangkulirang_bay;13075;3392;x
sangata;sangkulirang_bay;13042;3364;x
sepinang;north_makassar_strait;13101;3410;x
kinabatangan;sandakan_harbour;13091;3660;x
lahad_datu;lahad_latu_bay;13107;3624;x
kudat;kudat_peninsula;13000;3723;x
kota_marudu;paitan_bay;13014;3718;x
sandakan;sandakan_harbour;13063;3664;x
sibumbong;balabac_strait;13022;3753;x
sugut;paitan_bay;13043;3709;x
kutai_lama;mahakam_delta;13044;3314;x
jembayan;adang_bay;13020;3283;x
tuyuk;adang_bay;13002;3268;x
igan;cape_sink;12763;3499;x
mukah;cape_kidurong;12803;3513;x
sarikei;cape_sipang;12751;3463;x
tatau;cape_kidurong;12826;3518;x
santubong;cape_sipang;12705;3443;x
samarahan;cape_sipang;12727;3435;x
saribas;cape_sipang;12745;3427;x
sebuyau;cape_sipang;12735;3435;x
tandang_sari;cape_sipang;12745;3443;x
tarakan;sesayap_delta;13031;3523;x
sebuku;cowie_bay;13036;3573;x
sesayap;sesayap_delta;13047;3545;x
tawau;cowie_bay;13047;3587;x
tong_talun;lahad_latu_bay;13073;3608;x
banggai;melilis_island;13305;3265;x
bulakan;peling_strait;13294;3297;x
gori_gori;tolo_bay;13261;3261;x
lingketeng;togian_archipelago;13270;3305;x
tojo;togian_archipelago;13232;3298;x
una_una;togian_archipelago;13244;3321;x
bone;eastern_selayar_strait;13169;3079;x
bantayan;western_selayar_strait;13166;3042;x
buki;kayuadi_island;13178;2998;x
tosora;mekkongo_bay;13171;3124;x
bungku;tolo_bay;13242;3213;x
kendari;lasolo_bay;13276;3125;x
mori_celebes;tolo_bay;13221;3237;x
sambandete;lasolo_bay;13258;3156;x
butung;cape_permali;13288;3048;x
andolo;buton_strait;13261;3100;x
kalisusu;kalisusu_bay;13292;3078;x
kolumba;mekkongo_bay;13224;3121;x
kotano_muna;buton_strait;13274;3068;x
taubonto;buton_strait;13247;3089;x
donggala;palu_bay;13137;3308;x
parigi;poso_bay;13166;3298;x
pendau;south_makassar_strait;13146;3351;x
poso;poso_bay;13184;3272;x
sigi;palu_bay;13147;3301;x
gorontalo;outer_tomini_bay;13308;3365;x
atinggola;amurang_bay;13285;3397;x
boalemo;gorontalo_bay;13263;3374;x
guamonial;cape_yombu;13222;3410;x
paguat;cape_panjang;13227;3373;x
toli_toli;dondo_bay;13174;3393;x
tomini;tomini_bay;13169;3369;x
gowa;tanakeke_strait;13122;3054;x
barru;mandar_bay;13134;3113;x
bungi;mandar_bay;13129;3137;x
sengkae;pabbiring_islands;13131;3079;x
sidenreng;mandar_bay;13132;3130;x
mamudju;cape_udung;13096;3194;x
balanipa;cape_rangas;13101;3159;x
kurri_kurri;cape_belangbelang;13116;3235;x
managalang;cape_bonemanjing;13121;3275;x
manado;lembeh_island;13387;3424;x
amurang;amurang_bay;13355;3416;x
belang;cape_flesko;13365;3387;x
karakaralong_islands;marumung_bay;13460;3578;x
solimandungan;amurang_bay;13338;3400;x
tabukan;tagulandang_strait;13403;3535;x
palopo;bone_bay;13164;3182;x
luwu;bone_bay;13173;3151;x
malangke;bone_bay;13177;3191;x
malili;bone_bay;13196;3197;x
banten;jakarta_bay;12524;3018;x
pangguyangan;cape_lajar;12500;2970;x
sunda_kelapa;jakarta_bay;12556;3013;x
cirebon;cirebon_bay;12635;2978;x
cibuaya;eretan_bay;12586;3010;x
cimanuk;eretan_bay;12615;3002;x
tegal;cirebon_bay;12661;2972;x
demak;cape_korowelang;12722;2975;x
jepara;cape_korowelang;12728;2990;x
pati;cape_bendoh;12760;2982;x
pekalongan;cape_korowelang;12687;2971;x
semarang;cape_korowelang;12712;2970;x
cibadak;pelabuhan_ratu_bay;12539;2962;x
kandangwesi;pelabuhan_ratu_bay;12579;2934;x
pangandaran;penanjung_bay;12638;2921;x
mataram;southern_java_coast;12711;2904;x
bagaluhan;southern_java_coast;12675;2917;x
pacitan;sumbreng_bay;12758;2891;x
purwalingga;penanjung_bay;12646;2920;x
tulungagung;sumbreng_bay;12786;2889;x
surabaya;madura_strait;12829;2942;x
bangkalan;cape_pangkah;12825;2964;x
bawean;gresik_island;12822;3025;x
gresik;madura_strait;12820;2957;x
kangean;kangean_islands;12946;2958;x
sugeneb;sapudi_islands;12872;2970;x
tuban_java;cape_pangkah;12806;2972;x
trowulan;madura_strait;12831;2930;x
bajrajinaparamitapura;madura_strait;12844;2922;x
balambangan;bali_strait;12898;2884;x
lumajang;grajagan_bay;12841;2889;x
malang;sumbreng_bay;12806;2885;x
pakembangan;cape_canding;12893;2924;x
sadeng;grajagan_bay;12859;2882;x
samprangan;bali_strait;12949;2876;x
julah;cape_canding;12925;2900;x
lombok;lombok_strait;12976;2888;x
melara;bali_strait;12919;2881;x
sasak;alas_strait;13000;2872;x
babar;outer_babar_coast;13592;2906;x
bungabali;ombai_strait;13365;2900;x
damar;damar_archipelago;13547;2959;x
leti;leti_archipelago;13516;2900;x
sangliat_dol;cape_olinder;13658;2911;x
wetar;cape_tujau;13458;2931;x
yamdena;arafura_sea;13680;2958;x
larantuka;paluk_bay;13280;2872;x
bajo_flores;sumba_strait;13145;2863;x
cibal;sape_strait;13175;2895;x
lamakera;alor_strait;13299;2898;x
ngada;paluk_bay;13219;2860;x
sikka;pedang_bay;13254;2880;x
bima;sape_strait;13111;2882;x
dompu;saleh_bay;13074;2892;x
mamboro;karosa_cape;13107;2815;x
sabu;outer_sawu_coast;13235;2761;x
sumba;ngunju_cape;13153;2793;x
sumbawa;saleh_bay;13034;2884;x
taliwang;alas_strait;13006;2864;x
waingapo;inner_sawu_coast;13177;2815;x
laran;southern_timor_coast;13409;2839;x
balibo;timor_strait;13378;2859;x
kupang;roti_channel;13319;2776;x
lifau;rote_strait;13321;2822;x
likusaen;wetar_strait;13428;2880;x
nunkolo;siripinang_cape;13378;2812;x
sombai;siripinang_cape;13360;2793;x
tutuala;leti_strait;13478;2874;x
banda_island;banda_archipelago;13606;3099;x
kobroor;penambulai_island;13826;3006;x
ohoi_ewur;kai_archipelago;13742;3039;x
trangan;cape_lelar;13794;2992;x
wokam;aru_archipelago;13803;3027;x
bara_buru;seram_sea;13446;3180;x
kayeli;manipa_strait;13477;3164;x
obi;tobalai_strait;13505;3253;x
sanana;cape_akelamo;13427;3234;x
taliabu;capalulu_strait;13374;3258;x
tifu;south_buru_coast;13451;3137;x
bula;waru_bay;13636;3175;x
hitu;manipa_strait;13524;3152;x
huamual;manipa_strait;13511;3166;x
latu;taluti_bay;13557;3167;x
nunusaku;sawai_bay;13591;3195;x
sahulau;sawai_bay;13545;3194;x
saparua;ambon_bay;13542;3147;x
werinama;gorong_islands;13634;3141;x
ternate;dadinga_bay;13490;3394;x
daratan;kao_bay;13519;3430;x
jailolo;mayi_island;13489;3414;x
loloda;doi_island;13501;3452;x
moro;morotai_strait;13538;3492;x
wasilei;kao_bay;13527;3426;x
tidore;dadinga_bay;13488;3382;x
amassing;obi_strait;13502;3314;x
gane;weda_bay;13517;3333;x
maba_celebes;cape_lelai;13552;3427;x
misool;kofiau_island;13605;3251;x
waigeo;cape_saobas;13628;3344;x
weda;buli_bay;13550;3371;x
ibalong;san_bernandino_strait;13320;4056;x
binawangan;lamon_bay;13273;4140;x
daet;san_miguel_bay;13294;4111;x
naga_bikol;lagonay_gulf;13317;4100;x
sawangan;lagonay_gulf;13326;4075;x
vidak;yog_point;13350;4122;x
tondo;manila_bay;13191;4161;x
maynila;manila_bay;13196;4150;x
kalilayan;tayabas_bay;13246;4107;x
kumintang;tayabas_bay;13192;4113;x
mulanay;ragay_gulf;13261;4092;x
pakil;lamon_bay;13235;4129;x
tayabas;tayabas_bay;13228;4112;x
pulilu;lantao_island;13256;4166;x
binangonan;dingalan_bay;13223;4179;x
aparri;babuyan_channel;13228;4366;x
babuyan_islands;batanes_archipelago;13224;4422;x
batanes;bashi_channel;13234;4502;x
lal_lo;iligan_point;13261;4367;x
mamburao;cape_calavite;13166;4093;x
basud;tayabas_bay;13224;4056;x
kalapang;tayabas_bay;13213;4089;x
mangarin;mindoro_strait;13193;4037;x
taytay;cuyo_west_passage;13134;3945;x
aborlan;treacherous_bay;13072;3874;x
babuyan;green_island_bay;13121;3911;x
balabak;cape_buliluyan;13024;3816;x
busuanga;elibinibid_point;13149;4016;x
baler;cape_san_ildefonso;13225;4223;x
botolan;dasol_bay;13148;4208;x
hubek;cape_botolan;13154;4172;x
agoo;lingayen_gulf;13167;4252;x
binalatongan;lingayen_gulf;13165;4237;x
bolinao;cape_bolinao;13143;4253;x
kandong;dile_point;13172;4311;x
tagudin;lingayen_gulf;13172;4289;x
bigan;cape_culili;13175;4356;x
malukkit;cape_bojeador;13185;4378;x
casiguran;dicapilarin_point;13258;4260;x
malabang;moro_gulf;13333;3762;x
himologan;bigan_gulf;13367;3821;x
hingoog;butuan_bay;13382;3837;x
initao;bigan_gulf;13342;3803;x
tukuran;moro_gulf;13324;3768;x
butuan;butuan_bay;13400;3845;x
cantilan;cauit_point;13430;3858;x
cateel;cateel_bay;13459;3765;x
langan;lianga_bay;13437;3821;x
bislig;lianga_bay;13449;3803;x
cabadbaran;butuan_bay;13396;3861;x
surigao;cauit_point;13425;3870;x
kuta_watu;moro_gulf;13340;3746;x
kalamansig;malatuna_point;13334;3708;x
maimbung;pangutaran_group;13209;3680;x
bongao;tapul_group;13161;3628;x
lamitan;samales_islands;13247;3700;x
tagloc;tagloc_gulf;13407;3731;x
ata_mindanao;tagloc_gulf;13415;3748;x
makar;sarangani_bay;13390;3677;x
caraga;mayo_bay;13436;3728;x
kalagan;tagloc_gulf;13403;3712;x
mansaka;tagloc_gulf;13420;3737;x
sarangani;sarangani_strait;13407;3664;x
samboangan;basilan_strait;13243;3727;x
dapitan;sindangan_bay;13304;3822;x
panaon;bigan_gulf;13332;3802;x
sibugay;sibuguey_bay;13290;3759;x
sindangan;sindangan_bay;13281;3801;x
siocon;coronado_point;13250;3781;x
binalbagan;panay_gulf;13279;3907;x
bago_negros;tanon_strait;13317;3936;x
ilog;tolong_bay;13263;3875;x
tanjay;tanon_strait;13300;3873;x
singhapala;bohol_strait;13326;3906;x
bool;bohol_sea;13332;3872;x
kangdaya;samar_sea;13337;3958;x
talibon;bohol_strait;13354;3907;x
masbate;visayan_sea;13313;4016;x
malindig;tayabas_bay;13239;4097;x
matandang_nayon;san_bernandino_strait;13308;4051;x
parpagoha;sibuyan_sea;13267;4028;x
irong_irong;panay_gulf;13239;3940;x
aklan;tablas_bay;13247;3989;x
batan;visayan_sea;13288;3988;x
araut;visayan_sea;13289;3957;x
malandog;panay_gulf;13239;3939;x
borongan;matarinao_bay;13409;3980;x
basey;leyte_gulf;13385;3966;x
catarman;batag_island;13371;4041;x
makarato;gamay_bay;13401;4029;x
tinago;samar_sea;13365;4008;x
kankabatok;leyte_gulf;13383;3963;x
pangasugan;bohol_strait;13366;3920;x
limasawa;siargao_island;13432;3901;x
mairete;samar_sea;13351;3964;x
kota_kapur;bangka_strait;12501;3227;x
badau;balok_bay;12604;3171;x
koba;gaspar_strait;12545;3193;x
pangkalpinang;cape_pengal;12522;3252;x
bengkulu;kerbau_cape;12346;3133;x
manna;manna_point;12386;3093;x
mukomuko;mentawai_strait2;12301;3195;x
topos;kerbau_cape;12335;3152;x
lampung;sunda_strait;12483;3044;x
kalianda;sunda_strait;12496;3031;x
krui;krui_bay;12424;3057;x
liwa_lampung;sunda_strait;12454;3042;x
palas_pasemah;jakarta_bay;12509;3046;x
sukadana_lampung;jakarta_bay;12511;3066;x
berbak;sekanah_bay;12451;3245;x
muara_sabak;kaya_bay;12427;3295;x
tungkal;kaya_bay;12403;3307;x
musi_hilir;bangka_strait;12465;3222;x
buluranriding;bangka_strait;12489;3220;x
lalan;sekanah_bay;12458;3241;x
lebonghitam;bangka_strait;12510;3188;x
lumpur;cape_kait;12512;3155;x
tenggulang;bangka_strait;12460;3220;x
inderapura;mentawai_strait2;12280;3234;x
padang;mentawai_strait1;12268;3271;x
pariaman;mentawai_strait1;12244;3317;x
pasaman;inner_siberut_strait;12229;3345;x
rengat;kaya_bay;12404;3316;x
baru;indragiri_estuary;12411;3340;x
tanjungpinang;eastern_singapore_strait;12444;3396;x
anambas_islands;riau_archipelago2;12524;3522;x
daik;cape_garuh;12468;3337;x
natuna_islands;natuna_archipelago1;12610;3555;x
subi_islands;subi_archipelago1;12648;3505;x
kuala_kampar;western_singapore_strait;12383;3382;x
pelalawan;western_singapore_strait;12385;3378;x
luaha;cape_lebang;12116;3428;x
batu;great_channel;12169;3331;x
enggano;keneme_cape;12341;3049;x
sipura;bungalaut_channel;12224;3224;x
pagai;sikakap_strait;12250;3186;x
siberut;outer_siberut_strait;12183;3272;x
simeulue;simalandan_bay;12058;3488;x
menggala;tulangbawang_estuary;12511;3108;x
mesuji;tulangbawang_estuary;12514;3128;x
north_andaman;austen_harbour;11915;4077;x
nicobar;inner_sombrero_channel;11957;3732;x
car_nicobar;inner_nicobar_channel;11940;3790;x
south_andaman;woodmason_bay;11905;3992;x
barus;tapanuli_bay;12169;3455;x
natal;tapanuli_bay;12196;3394;x
sibolga;tapanuli_bay;12187;3438;x
sorkam;tapanuli_bay;12180;3446;x
deli;aru_bay;12190;3554;x
asahan;cape_bangsi;12230;3525;x
kota_rentang;aru_bay;12172;3571;x
perbaungan;cape_bangsi;12218;3533;x
bandar_aceh;malacca_passage;12027;3655;x
pasai;cape_rajah;12115;3633;x
peureulak;cape_tamiang;12151;3605;x
semerlanga;cape_rajah;12084;3635;x
sigli;malacca_passage;12059;3645;x
tamiang;aru_bay;12164;3581;x
pannai;cape_bangsi;12249;3497;x
kualuh;cape_bangsi;12245;3498;x
tanjung_balai;cape_bangsi;12244;3504;x
bagansiapipi;outer_strait_malacca;12281;3474;x
kubu_rokan;outer_strait_malacca;12270;3467;x
siak;western_singapore_strait;12345;3404;x
bengkalis;western_singapore_strait;12371;3413;x
buantan;inner_strait_malacca;12336;3426;x
dumai;inner_strait_malacca;12324;3442;x
daya;cape_dahway;12030;3623;x
calang;rigah_bay;12048;3595;x
meulaboh;rigah_bay;12061;3579;x
singkil;cape_tua;12135;3496;x
susoh;cape_radja;12091;3551;x
tapaktuan;cape_radja;12114;3526;x
adyumba;cape_lopez;8106;3313;x
nguyi;ogoowe_coast;8101;3277;x
rembo;tassi_coast;8115;3244;x
igumbi_andele;sette_coast;8142;3199;x
bapunu;ndongo_coast;8157;3184;x
kwilu;ndongo_coast;8173;3167;x
nyanga;ndongo_coast;8178;3157;x
sette;gamba_coast;8200;3130;x
ogoowe_kongo;gabon_coast;8136;3355;x
berato;gabon_coast;8123;3409;x
seke_gabun;gabon_coast;8130;3403;x
mpongwe;gabon_coast;8128;3373;x
massabo;mayumba_coast;8219;3105;x
mayumba;mayumba_coast;8229;3092;x
malemba;congo_river_coast;8248;3046;x
cabinda_kongo;congo_river_coast;8257;3018;x
loango;congo_river_coast;8243;3062;x
buali;mayumba_coast;8237;3073;x
mbanza_soyo;congo_river_coast;8260;3011;x
soyo;lucata_coast;8271;2970;x
ambrizete;nzeto_coast;8280;2940;x
luanda;luanda_coast;8289;2854;x
calumbo;cape_ledo_coast;8290;2833;x
muxima;cape_ledo_coast;8293;2816;x
demba;quiteta_coast;8304;2785;x
mussul;luanda_coast;8301;2883;x
icalo;luanda_coast;8302;2870;x
ambriz;luanda_coast;8294;2900;x
nsolu;nzeto_coast;8285;2924;x
egito;mbegela_coast;8319;2704;x
labolo;quiteta_coast;8313;2766;x
amboim;gunza_coast;8317;2756;x
sumbis;gunza_coast;8321;2725;x
katara;amado_coast;8254;2552;x
menas;amado_coast;8246;2522;x
namibe;tombua_cape;8244;2508;x
upper_pinda;tigres_bay;8229;2461;x
jagga_kalemba;lucira_cape;8256;2573;x
ndombe;lucira_cape;8261;2582;x
mani_kikongo;mbegela_coast;8315;2679;x
lobito;mbegela_coast;8309;2666;x
mbegela;mbegela_coast;8299;2652;x
luache;canhoca_coast;8282;2631;x
tadjoura;gulf_tadjoura;9641;3995;x
assab;bab_el_mandeb;9638;4064;x
obock;gulf_tadjoura;9662;4006;x
rahayta;bab_el_mandeb;9657;4045;x
zula;massawa_channel;9500;4189;x
massawa;eritrean_coast;9477;4254;x
dahlak;dahlak_archipelago;9520;4218;x
nafka;cape_kasar;9462;4318;x
bayul;zuqar_island;9621;4080;x
buri;bay_aqiq;9519;4185;x
edd;coast_danakil;9590;4118;x
suakin;beja_coast;9392;4414;x
aydhab;cape_hadarba;9362;4584;x
badi;suakin_archipelago;9426;4360;x
berbera;coast_adal;9739;3923;x
el_darad;khansiir_cape;9769;3942;x
ruguda;cape_surud;9823;3945;x
siyara;coast_adal;9752;3932;x
zeila;gulf_tadjoura;9671;3973;x
ali_sabieh;gulf_tadjoura;9656;3987;x
el_sheikh;coast_adal;9692;3936;x
bosaso;cape_cadcadde;9931;3971;x
el_ayum;cape_cadcadde;9915;3968;x
las_khorey;cape_cadcadde;9884;3964;x
maydh;cape_surud;9835;3953;x
alula;cape_elephant;10003;4008;x
bandarbeyla;cape_machar;10006;3877;x
barbacadle;coast_punt;9988;3831;x
bargaal;guardafui_channel;10018;3968;x
qandala;aantaara_point;9965;3983;x
ras_hafun;cape_hafun;10020;3927;x
hobyo;mudug_coast;9913;3662;x
garacad;ilig_cape;9947;3746;x
harardhere;cabdi_cape;9881;3603;x
mareeg;mareeg_coast;9853;3561;x
warsheikh;warsheikh_coast;9818;3517;x
mogadishu;cadde_cape;9767;3465;x
barawa;shabelle_coast;9696;3406;x
haranka;coast_jubaland;9665;3372;x
merca;banaadir_coast;9735;3445;x
qoryooley;shabelle_coast;9716;3428;x
kismayo;mouth_jubba;9628;3326;x
jilib;mouth_jubba;9643;3343;x
bajone;moniga_estuary;9427;2390;x
moma;lipobane_point;9480;2417;x
mozambique;mozambique_island;9545;2515;x
angoche;angoche_island;9509;2448;x
sangage;angoche_island;9525;2471;x
quelimane;quelimane_river;9375;2348;x
macuze;quelimane_river;9389;2366;x
kisimani_mafia;mafia_channel;9501;2918;x
kisiju;mafia_channel;9482;2931;x
mitimiri;mafia_island;9481;2890;x
kilwa_kisiwani;kilwa_island;9491;2850;x
songo_mnara;kilwa_island;9491;2849;x
gomene;fernao_veloso_bay;9538;2616;x
memba;fernao_veloso_bay;9538;2564;x
nacala;fernao_veloso_bay;9543;2549;x
lindi;ruvuma_bay;9503;2799;x
mikindani;ruvuma_bay;9520;2783;x
tungi;cabo_delgado;9531;2723;x
vamizi;cabo_delgado;9533;2711;x
ibo;pemba_bay;9541;2661;x
somana;cabo_delgado;9536;2690;x
lamu;pate_island;9559;3225;x
ungwana;pate_island;9534;3207;x
pate;cape_kaambooni;9567;3232;x
rasini;giuba_island;9605;3293;x
mombasa;mombasa_island;9498;3123;x
malindi;mombasa_island;9519;3171;x
mambrui;mombasa_island;9521;3179;x
gedi;mombasa_island;9509;3150;x
tanga;pemba_channel;9473;3069;x
mkwaja;zanzibar_channel;9460;3026;x
pangani;pemba_channel;9468;3049;x
vumba_kuu;pemba_channel;9476;3090;x
bagamoyo;zanzibar_channel;9464;2995;x
utondwe;zanzibar_channel;9458;3015;x
zanzibar;zanzibar_island;9487;3012;x
dar_es_salaam;zanzibar_channel;9481;2974;x
ras_mkumbuu;pemba_island;9506;3057;x
nzwani;njazidja_channel;9713;2677;x
ngazidja;mwali_island;9670;2688;x
maore;moheli_island;9751;2641;x
al_khadra;aldabra_island2;9807;2826;x
ambovontany;bay_tolanaro;9804;1941;x
fort_dauphin;bay_tolanaro;9826;1946;x
manambato;manarivo_bay;9843;1973;x
talaky;sainte_marie_cape;9759;1917;x
vohipeno;mouth_mananara;9874;2102;x
manabondro;mouth_mananara;9860;2028;x
masindrano;mananjary_estuary;9893;2164;x
rasanga;mouth_mananara;9867;2065;x
maroantsetra;antongil_bay;9958;2488;x
antalaha;est_cape;9990;2509;x
bemanevika;mouth_benarivo;9976;2568;x
fahambahy;antongil_bay;9955;2462;x
fenoarivo_east;tintingue_bay;9943;2384;x
sandrakatsy;antongil_bay;9960;2443;x
tintingue;sainte_marie_island;9968;2415;x
toamasina;tintingue_bay;9942;2344;x
manahoro;betsimisaraka_coast;9913;2236;x
andevoranto;mouth_rianila;9929;2302;x
mahaela;betsimisaraka_coast;9902;2203;x
vatomandry;betsimisaraka_coast;9918;2263;x
nosy_bali;bombetoka_bay;9756;2459;x
besalampy;saint_andre_cape;9711;2420;x
vilamatsa;saint_andre_cape;9718;2453;x
vohemar;mouth_benarivo;9967;2615;x
ambilobe;ambre_cape;9917;2661;x
irodo;antsiranana_bay;9948;2669;x
boeny;mahajambe_bay;9833;2503;x
andranoboka;mahajambe_bay;9837;2497;x
antetikala;bombetoka_bay;9786;2475;x
antsohihy;narindra_bay;9864;2541;x
kingany;bombetoka_bay;9784;2474;x
mahilaka;ambaro_bay;9905;2611;x
mahajanga;bombetoka_bay;9800;2476;x
nosy_be;ambaro_bay;9888;2606;x
sada;narindra_bay;9867;2592;x
sahadia;barren_islands;9705;2305;x
maintirano;korika_bay;9690;2370;x
toliara;saint_augustin_bay;9683;2040;x
enijo;masikora_cape;9710;1940;x
soalara;mahafaly_coast;9679;1993;x
maneva;mania_delta;9706;2219;x
bengy;islands_of_crabs;9678;2165;x
rezoky;saint_vincent_cape;9658;2120;x
tsimanandrafozana;mania_delta;9713;2261;x
mauritius;mauritius_island1;10306;2231;x
rodrigues;rodrigues_island;10571;2249;x
reunion;reunion_island2;10230;2179;x
alexandria;arabs_gulf;9048;5102;x
el_alamein;cape_al_hikmah;8990;5097;x
matruh;coast_marmarica;8931;5116;x
sallum;bay_salum;8838;5125;x
rashid;rosetta_mouth;9073;5118;x
dakahla;damietta_mouth;9154;5116;x
damietta;damietta_mouth;9140;5124;x
tinnis;bardawil_coast;9168;5106;x
al_mima;rosetta_mouth;9116;5127;x
el_burullus;rosetta_mouth;9103;5130;x
suez;gulf_suez;9173;5029;x
el_qoseir;red_sea_coast;9259;4796;x
ras_gharib;gulf_suez;9207;4925;x
safaga;safaga_island;9237;4843;x
saint_anthony;gulf_suez;9177;4991;x
saint_paul_anchorite;gulf_suez;9180;4968;x
al_bayda;coast_cyrenaica;8670;5204;x
derna;cape_al_hilal;8723;5199;x
tmimi;gulf_bomba;8743;5172;x
tobruk;gulf_bomba;8784;5157;x
benghazi;cape_tawinis;8605;5162;x
ajdabiya;east_bay_sidrah;8594;5070;x
barca;coast_cyrenaica;8635;5190;x
el_agheila;west_bay_sidrah;8574;5054;x
qaminis;east_bay_sidrah;8606;5112;x
el_arish;bardawil_coast;9231;5103;x
qatya;bardawil_coast;9178;5098;x
warrada;bardawil_coast;9217;5101;x
el_tor;gulf_suez;9225;4922;x
el_jundi;gulf_suez;9185;4994;x
faran;gulf_suez;9197;4978;x
nuweiba;gulf_aqaba;9266;4955;x
saint_katrine;cape_muhammad;9259;4913;x
ponta_delgada;sao_miguel_island1;6529;5507;x
angra;sao_jorge_island;6448;5566;x
horta;terceira_island;6395;5551;x
santa_cruz_flores;flores_island;6274;5607;x
teguise;northern_fuerteventura_coast;7063;4982;x
maxorata;southern_fuerteventura_coast;7063;4942;x
tamaraceite;southern_gran_canaria_coast;6986;4905;x
hipalan;southern_tenerife_coast2;6875;4900;x
tedote;north_western_tenerife_coast;6872;4955;x
aguere;northern_tenerife_coast2;6935;4941;x
funchal;western_madeira_coast;6916;5203;x
agadir;agadir_bay;7252;5058;x
aouint_yghomane;cape_draa;7199;4969;x
ifni;cape_draa;7227;4997;x
massa_MOR;agadir_bay;7247;5036;x
noul_lamta;cape_draa;7211;4979;x
tiznit;agadir_bay;7237;5018;x
larache;coast_gharb;7406;5335;x
asfi;cape_beddouza;7271;5189;x
aguz;cape_hadid;7266;5161;x
mazaghan;cape_beddouza;7297;5222;x
tit;cape_beddouza;7286;5205;x
badis;hoceima_bay;7491;5343;x
al_mazamma;hoceima_bay;7515;5346;x
tizgane;strait_of_gibraltar;7460;5359;x
la_mamora;mouth_sebou;7392;5299;x
sale;mouth_sebou;7382;5282;x
melilla;cape_three_forks;7557;5353;x
ghassasa;hoceima_bay;7542;5346;x
temsamane;hoceima_bay;7525;5349;x
ras_kebdana;cape_three_forks;7572;5339;x
tangier;trafalgar;7419;5376;x
asilah;trafalgar;7415;5362;x
ceuta;strait_of_gibraltar;7444;5388;x
tazroute;coast_gharb;7410;5347;x
tetouan;strait_of_gibraltar;7450;5374;x
ait_daoud;cape_sim;7243;5080;x
mogador;cape_hadid;7258;5146;x
tafedna;cape_sim;7243;5098;x
anfa;coast_tamasna;7347;5250;x
azemmour;coast_tamasna;7323;5239;x
rabat;mouth_sebou;7368;5264;x
mostaganem;cape_magroua;7723;5413;x
brashk;cape_cherchell;7771;5427;x
cherchell;cape_cherchell;7808;5429;x
tenes;cape_magroua;7748;5424;x
algiers;bay_algiers;7831;5439;x
tamentfoust;bay_algiers;7849;5439;x
oran;bay_oran;7662;5376;x
arshgul;cape_three_forks;7620;5349;x
arzew;bay_oran;7679;5383;x
ksar_ibn_senane;bay_oran;7641;5372;x
nedroma;cape_three_forks;7602;5338;x
tamazaghrane;bay_oran;7691;5384;x
annaba;annaba_bay;8046;5445;x
collo;gulf_stora;7993;5452;x
el_kala;annaba_bay;8076;5448;x
el_milia;gulf_bejaia;7975;5453;x
jijel;gulf_bejaia;7957;5442;x
skikda;gulf_stora;8009;5447;x
tekouch;gulf_stora;8021;5453;x
bizerte;cape_ben_sakka;8138;5467;x
sejnane;annaba_bay;8112;5467;x
tabarka;annaba_bay;8094;5452;x
tebourba;gulf_tunis;8155;5457;x
bejaia;gulf_bejaia;7921;5440;x
