locationA,locationB,accessType,through_location
rumah,rumah_jarrarah_corridor,land,
rumbek,shambe,river,
rumbek,sobat,land,
rumbek,tambura,river,
rumoi,tomamae,land,
rumoi,uryuu,land,
rungan,samba,land,
runyan,zuosuo,land,
rupert_plateau,soscumica,land,
rupert_plateau,waswanipi,land,
ruppin,strelitz,land,
ruppin,wittstock,land,
rurutu,rurutu_coast,coastal,
rurutu_coast,tubuai_coast,sea,
rurutu_coast,tupuai_high_sea_2,sea,
rurutu_coast,tupuai_high_sea_3,sea,
rurutu_coast,tupuai_high_sea_9,sea,
rusafa,wasit,land,
ruse,tutrakan,river,
rushan,wendeng,land,
rushan,zhengjia_bay,coastal,
rusii_de_vede,slatina,land,
rusii_de_vede,turnu_magurele,land,
rusii_de_vede,zimnicea,land,
rusokastro,sozopol,land,
russian_wastelands_1,unezhma,land,
russian_wastelands_1,vershinino,land,
russian_wastelands_1,village_onega,land,
russian_wastelands_1,vodlozero,land,
russian_wastelands_1,vygozero,river,
russian_wastelands_2,shardonem,land,
russian_wastelands_2,siya,land,
russian_wastelands_2,sogra,land,
russian_wastelands_2,ust_vayenga,land,
russian_wastelands_2,verkhnyaya_toyma,land,
russian_wastelands_2,verkola,land,
russian_wastelands_2,vyya,land,
russian_wastelands_2,zanyukhcha,land,
russky_kameshkir,shemysheyka,land,
russky_kameshkir,staraya_kulatka,river,
russky_kameshkir,troitskoye_kuroedovo,river,
rustaq,tehama_coast,port,
rustavi,tbilisi,river,
rustavi,telavi,land,
rutland,spalding,land,
rutok,tashigang,land,
rutok,tsherlung,land,
ruvuma_bay,tungi,coastal,
ruxi,shangsi,land,
ruxi,van_don,land,
ruxi,xiaodong,land,
ruyang,shangcai,land,
ruyang,suiping,land,
ruyang,zhenyang,land,
ruyuan,yangshan,land,
ruza,volok,land,
ruza,zvenigorod,river,
ruzayevka,saransk,land,
ryazan,serebryanye_prudy,land,
ryazan,staraya_ryazan,river,
ryazhsk,skopin,land,
ryazhsk,staroyuryevo,land,
ryazhsk,ust_stanovykh_ryas,land,
rybachy_peninsula,tana_fjord,sea,
rychbach,swidnica,land,
rychbach,ziebice,land,
ryfylke,sirudal,land,
ryfylke,suledal,land,
rykuul,ugolnye,land,
rykuul,unazigmit,land,
rykuul,valkall_an,land,
rylsk,sevsk,land,
rylsk,sudzha,land,
ryn,sarayjuk,land,
ryn,saryadyn,land,
ryn,ushtagan,land,
ryn_poland,szczytno,land,
rynda_bay,sea_of_japan15,sea,
rynda_bay,sea_of_japan16,sea,
rypin,sierpc,land,
rypin,szrensk,land,
rypin,torun,land,
rytkuchi,valkumey,land,
rytkuchi,yanranay,land,
rzeszow,yaroslav_poland,river,
rzhavets,volkona,land,
rzhavets,vorotynsk,river,
rzhev,shoptovo,land,
rzhev,verkhovye,land,
rzhev,zubtsov,land,
rzheva_pustaya,vlitsy,land,
rzheva_pustaya,volodimerets,land,
rzheva_pustaya,voronich,land,
rzheva_pustaya,vydritsa,land,
s_awdaan,shtax_heen,land,
s_awdaan,stephens_passage,port,
s_awdaan,t_aaku,land,
s_ezzaja,samara,land,
s_ezzaja,sorochinskaya,land,
sa_kaeo,sdok_kok_thom,land,
saadatabad,sirjan,land,
saadatshahr,zarqan,land,
saaka,south_meetto,land,
saakak_hukaahaanu,waskada,river,
saalfeld,schleiz,land,
saalfelden,traunstein,land,
saalfelden,zell_am_see,land,
saamis,wawaskesiw_sipiy,river,
saamis,wazihe,land,
saamis,ye_ya_xabine,land,
saanich,stz_uminus,land,
saanya,sm_algyax,through-sea,lax_kw_alaams
saanya,taant_a,land,
saarbrucken,saint_avold,land,
saarbrucken,sarreguemines,land,
saarbrucken,wallerfangen,land,
saarbrucken,zweibrucken,land,
saarburg,trier,land,
saarde,suure_jaani,land,
saarijarvi,viitasaari,river,
saarijoki,suikujarvi,land,
saarijoki,sumsky_posad,land,
saarijoki,tunkuo,land,
saarwerden,saint_avold,land,
saarwerden,sarrebourg,land,
saarwerden,sarreguemines,land,
saarwerden,vic_sur_seille,land,
saarwerden,zabern,land,
saba,shimonoseki_strait,port,
saba,tsuno,land,
saba,yoshiki_suou,land,
sabac,sremska_mitrovica,river,
sabac,teocak,river,
sabalgarh,sheopur,land,
sabalgarh,sipri,land,
sabanes,tawande,land,
sabarabucu,santo_antonio_monte,river,
sabarabucu,sete_lagoas,river,
sabe,saki,land,
sabe,savalou,river,
sabe,tede,land,
sabha,ubari,land,
sabha,zawila,land,
sabina,tivoli,land,
sabinal_key,south_great_bahama_bank,sea,
sable,sainte_suzanne,land,
sabt_bani_bishr,sabya,land,
sabt_bani_bishr,sadah,land,
sacchuma,tchoukafala,river,
sacchuma,tiou,river,
sacchuma,yaneka,river,
sachchaa_mukku,sarkajpa,river,
sacheon,sacheon_bay,port,
sacheon,uian,land,
sacheon_bay,suncheon,port,
sacheon_bay,west_tsushima_strait,sea,
sadah,shaharah,land,
sadah,suq_al_ghinan,land,
sadak,sterlibashevo,land,
saddleback_island,ungava_bay_high_sea,sea,
sadhaura,saharanpur,land,
sadhaura,sirhind,land,
sadhaura,thanesar,river,
sadiya,tengapani,river,
sadiya,walong,land,
sadovoye,usman,land,
sadovoye,zherdevka,land,
sadovoye_kalmykia,sarai_al_jadid,land,
sadovoye_kalmykia,zavetnoye,land,
saeki,takata,land,
saeki,west_seto_sea,port,
saeki,yamagata,land,
safaga,safaga_island,port,
safare,soumpi,land,
safare,tindirma,river,
safed,sea_galilee,lake,
safed,sidon,land,
safkul,shchuchye,land,
safkul,troitsk,land,
safkul,yetkul,land,
safkul,zharkol,land,
safranbolu,ulus,land,
safranbolu,yenicepazari,river,
saga,shimabara_bay,port,
sagabuyen,tekeli,land,
sagaing,wetwin,river,
sagala,sansanding,land,
sagala,segou,land,
sagala,sosso,land,
sagami_bay,suruga_bay,sea,
sagami_bay,tachibana,port,
sagami_bay,toshima_kanto,port,
saganing,saginaw,land,
saganing,saginaw_bay,port,
saganing,tittabawassee,land,
saganing,whitefish_point,coastal,
sagar,talikota,river,
sagar,yedagiri,land,
saginaw,saginaw_bay,port,
saginaw,shebeon,land,
saginaw,shiawasee,land,
saginaw,tittabawassee,river,
saginaw,wabenasibi,land,
saginaw_bay,shebeon,port,
saginaw_bay,whitefish_point,sea,
sagu,salin,river,
sagu,taungdwingyi,river,
sagu,thayet,river,
sagua,yateras,land,
saguenay_fjord,tadoussac,port,
saguenay_fjord,taoondewake,port,
sagzabad,savojbolagh,land,
sahadia,tsimanandrafozana,land,
sahagun,saldana,land,
sahagun,villalpando,land,
saham,suhar,land,
saham,tehama_coast,port,
saham,yanqul,land,
sahar,tahe,river,
saharanpur,thanesar,river,
sahel_corridor01,tenere,land,
sahel_corridor02,south_erg_amatlich,land,
sahel_corridor02,tidjikja,land,
sahel_corridor03,sahel_corridor19,land,
sahel_corridor03,seguedine,land,
sahel_corridor04,tichit,land,
sahel_corridor04,tidjikja,land,
sahel_corridor05,south_erg_amatlich,land,
sahel_corridor06,tichit,land,
sahel_corridor06,walata,land,
sahel_corridor07,sahel_corridor31,land,
sahel_corridor07,sahel_corridor32,land,
sahel_corridor08,sijilmasa,land,
sahel_corridor08,tabelbala,land,
sahel_corridor09,taghaza,land,
sahel_corridor09,walata,land,
sahel_corridor10,taoudenni,land,
sahel_corridor11,timbuktu,land,
sahel_corridor12,tadmekka,land,
sahel_corridor12,talak,land,
sahel_corridor12,tondibi,land,
sahel_corridor13,zawila,land,
sahel_corridor17,sherda,land,
sahel_corridor18,tekro,land,
sahel_corridor19,zouar,land,
sahel_corridor20,tenere,land,
sahel_corridor21,talak,land,
sahel_corridor21,tenere,land,
sahel_corridor22,south_talak,land,
sahel_corridor22,takedda,land,
sahel_corridor22,talak,land,
sahel_corridor23,tadmekka,land,
sahel_corridor23,talak,land,
sahel_corridor24,taoudenni,land,
sahel_corridor25,timbuktu,land,
sahel_corridor25,walata,land,
sahel_corridor26,sahel_corridor27,land,
sahel_corridor26,sahel_corridor28,land,
sahel_corridor26,selima,land,
sahel_corridor27,sahel_corridor28,land,
sahel_corridor27,sahel_corridor29,river,
sahel_corridor27,sahel_corridor30,land,
sahel_corridor29,sahel_corridor30,land,
sahel_corridor29,uri,river,
sahel_corridor31,sahel_corridor32,land,
sahel_corridor31,smara,land,
sahel_corridor32,sahel_corridor33,land,
sahel_corridor32,tindouf,land,
sahel_corridor33,tindouf,land,
sahel_corridor34,tabelbala_taghaza_corridor1,land,
sahel_corridor34,tabelbala_taghaza_corridor2,land,
sahel_corridor34,tindouf,land,
sahoyue,sahtu_lake,lake,
sahoyue,turili,land,
sahpeech,toompahnahwach,land,
sahpeech,wasatch,land,
sahpeech,yoowetum,land,
sahrazur,sulaymaniyah,land,
sahrazur,tuz_khurma,land,
sahtu_lake,tirato,lake,
sahtu_lake,tugacho,lake,
sahtu_lake,turili,lake,
sahuaripa,soyopa,land,
sahuimaro_coast,xiica_xnaai_iic_coii,port,
sahulau,sawai_bay,port,
saida,tessala,land,
saida,tlemcen,land,
saikhandulaan,ulaanbadrakh,land,
saikhandulaan,ulziit,land,
sailahai,zeku,land,
saima,villmanstrand,lake,
sain,takht_e_soleyman,river,
saint_andre_cape,vilamatsa,port,
saint_andrew_bay,watappo,port,
saint_anthony,saint_paul_anchorite,land,
saint_anthony,suez,land,
saint_augustin_bay,saint_vincent_cape,sea,
saint_augustin_bay,soalara,coastal,
saint_augustin_bay,toliara,port,
saint_avold,sarreguemines,land,
saint_avold,wallerfangen,land,
saint_brieuc,saint_malo,land,
saint_brieuc,saint_malo_gulf,port,
saint_claude,thoire,land,
saint_claude,yverdon_les_bains,land,
saint_die,salm,land,
saint_etienne,tournon,river,
saint_etienne,vienne,river,
saint_florentin,sens,land,
saint_florentin,tonnerre,land,
saint_florentin,villemaur,land,
saint_flour,tour_auvergne,land,
saint_flour,vodable,land,
saint_gaudens,tarbes,river,
saint_george_channel,siar_cape,sea,
saint_george_channel,wide_bay,sea,
saint_georges_bay,saint_lawrence_gulf,sea,
saint_georges_bay,st_george_bay,sea,
saint_jean_de_maurienne,susa,land,
saint_lorenzo_island,salinas_point,sea,
saint_lucia_channel,the_grenadines,sea,
saint_malo,saint_malo_gulf,port,
saint_malo_gulf,seine_bay,sea,
saint_malo_gulf,st_sauveur,port,
saint_malo_gulf,treguier,coastal,
saint_marceilin,valence,land,
saint_marceilin,vienne,land,
saint_mihiel,toul,river,
saint_omer,saint_pol,land,
saint_paul_coast1,saint_paul_high_sea1,sea,
saint_paul_coast1,saint_paul_high_sea2,sea,
saint_paul_coast1,saint_paul_high_sea3,sea,
saint_paul_coast1,saint_paul_high_sea4,sea,
saint_paul_coast1,saint_paul_island,coastal,
saint_paul_high_sea1,saint_paul_high_sea2,sea,
saint_paul_high_sea1,saint_paul_high_sea4,sea,
saint_paul_high_sea2,saint_paul_high_sea3,sea,
saint_paul_high_sea3,saint_paul_high_sea4,sea,
sainte_marie_cape,talaky,port,
sainte_marie_island,tintingue,port,
sainte_marie_island,tintingue_bay,sea,
sainte_suzanne,villaines,land,
saintes,st_jean_dangely,land,
saipuru,samaipata,river,
saipuru,tomina,river,
saitama,tsuga,land,
sakai_echizen,wakasa_bay,port,
sakai_riau,senapelan,land,
sakai_riau,siak,land,
sakai_riau,tanah_putih,land,
sakambunje,saurimo,river,
sakao,selwyn_strait,coastal,
sakao,tamambo,through-sea,lasenuwei_bay
sakao,tolomako,land,
sakar_island,umboi,coastal,
sakar_island,vitiaz_strait,sea,
sakawyiniw,tawatinaw,river,
sakawyiniw,thilane_hot_ine,river,
sakawyiniw,wawaskesiwisakahikan,land,
saki,tede,land,
sakirabia,wajuru,river,
sakiwasipi,south_lake_michigan,port,
sakiwasipi,wapikisko,river,
sakju,uiju,river,
sakju,unju,land,
sakkyryr,tenki,river,
sakkyryr,zhargalakh,river,
sakminskoye_vodokhranilishche,yershov,land,
sakti,tummana,land,
saku,usui,land,
sakwatamau,tawatinaw,river,
sala,skinskatteberg,land,
sala,vasteras,land,
salacon,vallo,land,
salaga,wulensi,land,
salaga,yeji,land,
salamanca,toro,land,
salamanca,zamora,land,
salamat,sarh,river,
salameh,zaveh,land,
salameh,zozan,land,
salamiyya,tadmur,land,
salaspils,sigulda,river,
salaspils,straupe,river,
salavata,yapavu,land,
salay,salin,river,
salay,saw,river,
salay,talok,land,
salban,sitte,land,
salban,ulu_sysy,land,
saldanha_bay,st_helena_bay,sea,
saldanha_bay,table_bay,sea,
saldanha_bay,uri_ae_ona,port,
salde,thilogne,land,
sale,tefelfelt,land,
saleesh,skitswish,land,
saleh_bay,sape_strait,sea,
saleh_bay,sasak,coastal,
saleh_bay,sumbawa,port,
saleh_bay,taliwang,coastal,
salehabad,sarakhs,river,
salehabad,torbat_e_jam,river,
salem,sendamangalam,land,
salemata,sutuko,river,
salemata,tuba,river,
salemi,sciacca,land,
salemi,trapani,land,
salerno,santangelo,land,
saleta,ulapes,land,
salgotarjan,zvolen,land,
salianah,shravasti,river,
salikuit_islands,tupialuviniq,coastal,
salikuit_islands,vauquelin_point,sea,
salin,saw,river,
salisbury,shaftesbury,land,
salisbury,southampton,land,
salisbury,trowbridge,land,
salisbury,winchester,land,
salla,savukoski,land,
sallum,tobruk,land,
salm,sarrebourg,land,
salm,vic_sur_seille,land,
salm,zabern,land,
salmas,urmia,land,
salmi,suojarvi,land,
salt_lake,seuhubeogoi,lake,
salt_lake,unkagarit,lake,
salta,tastil,land,
salta,tilcara,land,
saluda,talimeco,land,
salvador_cape,sao_francisco_mouth,sea,
salvador_cape,sauipe,port,
salvador_cape,western_atlantic_high_sea36,sea,
salvador_cape,western_atlantic_high_sea37,sea,
salvaterra,santarem,river,
salvaterra,torres_novas,land,
salvatierra,viana,land,
salvatierra,vitoria,land,
salylyk,selennyakh,river,
salylyk,yrgychen,land,
salzburg,st_georgen,land,
salzwedel,uelzen,land,
sam,sisem_ata,land,
sam,ust_yurt_lakes,lake,
sama_point,tacna,port,
samaipata,tomina,river,
samakh,tabalah,land,
samakh,tanomah,land,
samakh,tathlith,land,
samales_islands,sibuguey_bay,sea,
samales_islands,tapul_group,sea,
samalqan,shoqan,land,
samana_cay,samana_cay_coast,coastal,
samana_cay_coast,san_salvador_coast,sea,
samana_cay_coast,turks_islands_passage,sea,
samana_cay_coast,western_atlantic_high_sea5,sea,
samana_cay_coast,western_atlantic_high_sea6,sea,
samana_india,sirhind,river,
samana_india,sunam,river,
samana_india,thanesar,river,
samani,shinodai_cape,coastal,
samani,urakawa,land,
samar_sea,san_bernandino_strait,sea,
samar_sea,tinago,port,
samar_sea,visayan_sea,sea,
samarahan,santubong,land,
samarahan,sebuyau,land,
samarahan,sekayam,land,
samarchyk,ternivka,land,
samarginka,uninka,land,
samarginka,xunka,land,
samarra,tharthar,land,
samarra,tikrit,river,
samarra,tuz_khurma,land,
samarra,ukbara,river,
samasingha,sambalpur,river,
samasingha,sarangarh,river,
samasingha,sundergarh,land,
samawa,suq_al_shuyukh,river,
samba_kongo,tamba,river,
sambaliung,segah,land,
sambaliung,sepinang,land,
sambaliung,sungai_lati,river,
sambalpur,sonepur,river,
sambaqui,santa_catarina_island,coastal,
sambaqui,sombrio_lagoon,coastal,
sambaqui,tubarao,land,
sambas,sambas_estuary,coastal,
sambas,santubong,land,
sambas_estuary,tambelan_archipelago1,sea,
sambas_estuary,tambelan_archipelago2,sea,
sambhal,shahabad_uttar_pradesh,land,
sambhar,sikar,land,
sambir,turka,land,
sambir,yaroslav_poland,land,
samboangan,sibuguey_bay,coastal,
samboangan,siocon,land,
samborombon_bay,tandil,coastal,
samborombon_bay,tandil_coast,sea,
samborombon_bay,tubicha_mini,port,
samborombon_bay,tuvicha_mini,coastal,
samborombon_bay,western_atlantic_high_sea52,sea,
samburu,sanye,land,
samburu,south_sakuye,land,
samcheok,samcheok_coast,port,
samcheok,uljin,land,
samcheok,yeongwol,land,
samcheok_coast,sea_of_japan14,sea,
samcheok_coast,uljin,port,
samcheok_coast,yongil_bay,sea,
samhwa,seogyeong,river,
samhwa,taedong_river_mouth,port,
samira,sara,land,
samiram,shahr_meyan,land,
samiram,sisakht,river,
samiram,vanak,land,
samiram,yasuj,land,
samiram,yazdikhwast,land,
samoa_high_sea_1,samoa_high_sea_2,sea,
samoa_high_sea_1,samoa_high_sea_4,sea,
samoa_high_sea_1,tiafou_point,sea,
samoa_high_sea_1,tokelau_high_sea_1,sea,
samoa_high_sea_2,samoa_high_sea_3,sea,
samoa_high_sea_2,tiafou_point,sea,
samoa_high_sea_3,tiafou_point,sea,
samoa_high_sea_4,samoa_high_sea_5,sea,
samoa_high_sea_4,taputapu_cape,sea,
samoa_high_sea_4,tiafou_point,sea,
samoa_high_sea_4,tokelau_high_sea_1,sea,
samoa_high_sea_5,tokelau_high_sea_5,sea,
samoa_high_sea_5,tuvalu_high_sea_1,sea,
samoa_high_sea_5,uvea_coast_1,sea,
samoa_high_sea_5,uvea_coast_3,sea,
samokov,sredets,land,
samokov,stipon,land,
samorin,trnava,river,
samoylovka,yelan,land,
sampa,techiman,land,
sampelga,tera,land,
sampheak_borak,sandan,land,
sampheak_borak,stung_treng,river,
sampheling,sangme,land,
sampit,sampit_bay,port,
sampit,seruyan,land,
sampit_bay,seruyan,coastal,
samriddhipuri,vijaya,land,
samsat,urfa,land,
samsun,terme,river,
samten,selephu,land,
samten,taruo_lake,lake,
samten,zabuye_lake,lake,
samxay,simhapura,land,
san,sanekuy,land,
san,sansanding,land,
san_antonio_patrulha,sao_leopoldo,river,
san_antonio_patrulha,tapes,land,
san_antonio_patrulha,vacaria,river,
san_bernandino_strait,sibuyan_sea,sea,
san_bernandino_strait,tinago,coastal,
san_carlos_bay,tampa_bay,sea,
san_carlos_bay,tequemapo,coastal,
san_carlos_strait,san_jose_island,sea,
san_carlos_strait,west_falkland,coastal,
san_carlos_strait,western_atlantic_high_sea66,sea,
san_carlos_strait,western_atlantic_high_sea73,sea,
san_carlos_strait,western_atlantic_high_sea75,sea,
san_catalina_island,santa_barbara_coast,sea,
san_clemente,tomelloso,land,
san_clemente,villarobledo,land,
san_diego_bay,south_canal,sea,
san_diego_bay,todos_santos_bay,sea,
san_felices,yecla_de_yeltes,river,
san_francisco_bay,suisin,port,
san_jose_island,west_falkland,port,
san_jose_island,western_atlantic_high_sea66,sea,
san_jose_island,western_atlantic_high_sea70,sea,
san_jose_island,western_atlantic_high_sea72,sea,
san_jose_island,western_atlantic_high_sea73,sea,
san_julian_bay,santa_cruz_river_mouth,sea,
san_julian_bay,western_atlantic_high_sea63,sea,
san_matias_gulf,shupaw_kulu,port,
san_matias_gulf,tulshun,port,
san_matias_gulf,western_atlantic_high_sea58,sea,
san_miguel_bay,vidak,coastal,
san_miguel_bay,yog_point,sea,
san_pedro,sassandra,land,
san_pedro,sassandra_river_mouth,port,
san_pedro,tabou,river,
san_salvador_coast,western_atlantic_high_sea3,sea,
san_salvador_coast,western_atlantic_high_sea4,sea,
san_salvador_coast,western_atlantic_high_sea5,sea,
san_sebastian,tolosa,land,
san_sebastian_bay,wai,port,
san_sebastian_bay,western_atlantic_high_sea64,sea,
san_vicente_barquera,santander,land,
sana_tx,saxop_wan_pupako,river,
sana_tx,tza_wan_pupako,land,
sana_tx,yojuane,river,
sana_yemen,thula,land,
sanaga,yambasa,river,
sanaga,yoko,river,
sanak_island,unga_sea,sea,
sanak_island,unimax,coastal,
sanana,seram_sea,coastal,
sanana,taliabu,land,
sancerre,sancoins,land,
sancerre,st_pierre_de_moutier,river,
sancerre,sully,river,
sancerre,vierzon,land,
sanchuan,xianzhou,land,
sancoins,st_pierre_de_moutier,land,
sandakan,sandakan_harbour,port,
sandakan,sugut,land,
sandakan_harbour,south_sulu_sea,sea,
sandan,stung_treng,river,
sandaran,sangkulirang_bay,port,
sandaran,sepinang,land,
sandaran,south_makassar_strait,coastal,
sandare,south_erg_amatlich,land,
sandawe,west_aasax,land,
sandawe,west_gogo,land,
sande,skien,land,
sande,tonsberg,land,
sandikli,seyhli,river,
sandikli,uluborlu,land,
sandomierz,tarnow,river,
sandomierz,urzedow,land,
sandrakatsy,tintingue,land,
sandrakatsy,tintingue_bay,coastal,
sandusky,shapoquate,land,
sanga,tenenkou,land,
sangacho,shukden,land,
sangar,sitte,river,
sangareya_bay,scarcies,port,
sangareya_bay,yawri_bay,sea,
sangata,sangkulirang_bay,port,
sangata,telen,land,
sangcharak,sar_pol,land,
sanggau,sekadau,river,
sanggau,sekayam,land,
sanggau,tayan,river,
sangiin_dalai,sorin_nuur,land,
sangiin_dalai,tamsabulag,land,
sangju,seonsan,river,
sangju,uiseong,land,
sangju,yeongcheon,river,
sangju,yeongdong,land,
sangkulirang_bay,south_makassar_strait,sea,
sangliat_dol,yamdena,land,
sangme,zhuluo,river,
sango_cape,shana,port,
sangqu,tso_gon,land,
sanguesa,sos,land,
sanguesa,tudela,land,
sangvor,wesgird,river,
sanhe_chaozhou,sanrao,land,
sanhe_chaozhou,yongding_shanghang,river,
sanhe_tongzhou,shunyi,land,
sanhe_tongzhou,xianghe,land,
sanhe_tongzhou,yuyang,land,
sanjiaocheng,xining,land,
sankancete,zonda,land,
sankaranayinarkoil,tenkasi,land,
sankaranayinarkoil,tirunelveli,land,
sankaranayinarkoil,virudhunagar,land,
sankina,sosva,river,
sankina,tabory,land,
sankina,turinsk,river,
sankina,verkhnyaya_sinyachikha,river,
sankina,verkhoturye,land,
sanlorenzo,sansepolcro,river,
sanlucar,sevilla,land,
sanlucar_la_mayor,sevilla,river,
sanmao,shangxi,land,
sanmao,shinan,river,
sanmao,youyang,river,
sanmen_bay,xiangshan,port,
sanmen_bay,xianzhu,port,
sanmen_bay,yinxian,port,
sanmen_bay,yueqing_bay,sea,
sanmen_bay,zhousan_archipelago2,sea,
sanniquellie,touba,river,
sanrao,zhaoan,land,
sansanding,segou,river,
sansanne_mango,tirekka,river,
sansanne_mango,yendi,land,
sansepolcro,urbino,land,
sansevero,tremiti_islands,port,
sansha_bay,santiao_cape,sea,
sansha_bay,shacheng_harbour,sea,
sansha_bay,tamsui_estuary,sea,
sansha_bay,xinghua_bay,sea,
sanshui,sihui,river,
sanshui_binzhou,tongguan_tongchuan,land,
sanshui_binzhou,xinping,land,
sanshui_binzhou,zhenning_qingyang,land,
sanshui_binzhou,zhongbu,land,
sant_feliu,terrassa,land,
sant_feliu,vic,land,
santa_catarina_island,western_atlantic_high_sea46,sea,
santa_catarina_island,western_atlantic_high_sea47,sea,
santa_cruz_cove,tepotahal,coastal,
santa_cruz_river_mouth,western_atlantic_high_sea63,sea,
santa_cruz_river_mouth,western_atlantic_high_sea64,sea,
santa_eufemia,zalamea,land,
santa_luzia,sete_lagoas,river,
santa_maria_bay,yaharo,coastal,
santa_maria_cape,western_atlantic_high_sea80,sea,
santa_maria_island,sao_miguel_island1,sea,
santa_rosa_bay,western_atlantic_high_sea24,sea,
santal_bay,tiga_island,sea,
santander,villarcayo,land,
santarem,torres_novas,river,
santarem,torres_vedras,land,
santee,winnee,river,
santeh,takht_e_soleyman,river,
santiago_islands,tortuga_bay,port,
santiao_cape,tamsui_estuary,sea,
santiao_cape,yonaguni_strait,sea,
santo_antonio,yguazu,river,
santok,skwierzyna,river,
santok,soltyn,land,
santok,walcz,land,
santok,wielen,land,
santokhe,yuanhu,land,
santokhe,zuun_garyn_gobi,land,
santubong,sekayam,land,
sanyao,shangluo,land,
sanyao,wenxiang,land,
sanyao,zhuyang,land,
sanye,south_dahalo,land,
sanye,south_sakuye,land,
sanyuan,xianyang,river,
sanyyakhtakh,talalakh,river,
sanyyakhtakh,tuolba,river,
sanyyakhtakh,yedey,river,
sanzana,sya,river,
sao_francisco_mouth,sauipe,coastal,
sao_francisco_mouth,western_atlantic_high_sea35,sea,
sao_francisco_mouth,western_atlantic_high_sea36,sea,
sao_joaquim,tubarao,land,
sao_joaquim,urubici,river,
sao_joaquim,vacaria,river,
sao_jorge_island,sao_miguel_island1,sea,
sao_jorge_island,terceira_island,sea,
sao_jose_preto,tanabi,river,
sao_jose_preto,tiete,land,
sao_jose_preto,uberaba,land,
sao_leopoldo,tapes,land,
sao_leopoldo,vacaria,river,
sao_luis_do_paraitinga,sao_sebastiao,land,
sao_luis_do_paraitinga,taubate,river,
sao_marcos_bay,tapuitapera,port,
sao_marcos_bay,upaon_acu,port,
sao_marcos_bay,western_atlantic_high_sea26,sea,
sao_marcos_bay,western_atlantic_high_sea27,sea,
sao_miguel_island1,terceira_island,sea,
sao_roque,sorocaba,land,
sao_sebastiao_paraiso,sapukaia,land,
saona_island,yuma,port,
sapara,yashkul,land,
sapara,yenotayevka,land,
sapara,zamyany,land,
saparua,taluti_bay,coastal,
sape_strait,sumba_strait,sea,
sape_strait,tanahjampea_island,sea,
sapelo,tacatacaru,land,
sappah,waumandee,land,
sappah,whaypaw,land,
sapponah,sissipahaw,river,
sapponah,uwharrie,land,
sapponah,waxhaw,land,
sapponah,woccon,land,
sapporo,shiraoi,land,
sapporo,sorachi,land,
sapporo,yoichi,land,
sapporo,yuubari,land,
sapudi_islands,sugeneb,port,
sapukaia,uberaba,river,
saqra,thadiq,land,
sar_pol,sheberghan,land,
sar_sang,zebak,land,
sara_sara,tucssa,land,
sarab,ujan,land,
saraburi,sri_thep,river,
sarahan,soonpur,land,
sarahan,suket,river,
sarai_al_jadid,srednyaya_akhtuba,river,
sarai_al_jadid,stepanevka,land,
sarakhs,tejend,river,
sarangani,sarangani_bay,coastal,
sarangani,sarangani_strait,port,
sarangani,tagloc_gulf,coastal,
sarangani_bay,sarangani_strait,sea,
sarangani_strait,tagloc_gulf,sea,
sarangani_strait,tagulandang_strait,sea,
sarangpur,sehore,land,
sarangpur,sironj,land,
sarapul,saygatsky,river,
sarapul,votkings,river,
sarapul,yelabuga,river,
sarare,suripa,river,
sarare,tachira,river,
sarashina,takai,river,
sarashina,tsukama,land,
sarata,sasyk_lagoon,lake,
sarata,tighina,land,
saratoga,schenectady,land,
saratoga,ticonderoga,river,
saravan,suran,land,
saraya,sutuko,land,
sarayan,tun,land,
sarayjuk,saryadyn,land,
sarayjuk,tenteksor,land,
sarbisheh,shusef,land,
sarbisheh,tabas_al_unnab,land,
sarcham,zanjan,land,
sardarshahar,sui,land,
sardarshahar,udasar,land,
sardinian_sea1,sardinian_sea2,sea,
sardinian_sea1,sardinian_sea3,sea,
sardinian_sea1,teulada_cape,sea,
sardinian_sea1,western_mediterraneans_sea1,sea,
sardinian_sea3,teulada_cape,sea,
sarduiyeh,zakht,land,
sare_dioulde,sutuko,land,
sarek,vastenjaure,lake,
sargau,soltobe,river,
sargau,tasuktul,river,
sarhad,sarikol,land,
sarhad,yarkhun,land,
sari,tammisha,land,
saribas,sebuyau,land,
saribas,selimbau,land,
saribas,tandang_sari,land,
sarikei,tandang_sari,land,
sarikol,zarafshan,land,
sarinena,zuera,land,
sarkajpa,yurakar,land,
sarkikaraagac,yalvac,land,
sarkisla,sivas,river,
sarlat,turenne,river,
sarnen,wolhusen,land,
saronic_gulf,west_cyclades,sea,
sarov,shatki,land,
sarov,temnikov,land,
sarrebourg,vic_sur_seille,land,
sarrebourg,zabern,land,
sarreguemines,zweibrucken,land,
sarria,villafranca_bierzo,land,
sarsuti,sidhmukh,land,
sart,talaha,land,
sart,zhalong,land,
sart,zhaozhou_jurchen,land,
sartang,sysy_meyite,land,
sartene,strait_bonifacio,coastal,
sartigan,wachilmezi,land,
sartlan,taskayevo,land,
saru,shinodai_cape,port,
saru,sorachi,land,
saru,yuufutsu,land,
saruk,tafresh,land,
sarvaslyk,talas,river,
sarvaslyk,tamdy,land,
sarvaslyk,zherkorgan,river,
sarvestan,shiraz,land,
saryadyn,talowski,land,
saryadyn,zhanybek,land,
saryazd,taft,land,
saryazd,yazd,land,
