location,status,good_results
markham,good result,dzingcho|batang|shar_yelpuk
navalucillos,good result,herrera|almaden
aays,good result,nanatsoho|ani|kiamichi|yscani|nasoni
caxa,good result,casiste|humati|pakana
zhongkar,good result,barpeta|lhuntsi|zhemgang
buzikkala,good result,aral_sea|yangikent
ngunawal,good result,kosciuszko_mountains|waveroo|wachigari
aikhal,good result,udachny
krupanj,good result,srebrenica|sabac|uzice
brahin,good result,ia|chernihiv|ye|eid|liubech|chornobyl
mantiqueira,good result,ou|sao_sebastiao_paraiso|ani|cabo_verde|ia|sapukaia|ia|caiapo|ath|sao_carlos
zmeinogorsk,good result,ust_kalmanka|kalmanka
kyaukkyi,good result,thandaunggyi|kawliya|sittaung
mozhino,good result,kozlov_vyazma
turets,good result,novogrudok|ye|stowbtsy
kayes,good result,bakel|diamou
roros,good result,idre|tynset|holtalen|s_jamtland_wasteland
sarhad,good result,hindu_kush4|qila_panjeh|karakoram1
yanga,good result,ukulan
tarmatambo,good result,ingapirca
unnao,good result,ia|korra|ye|makanpur
meissen,good result,dresden|annaburg
nikhdhintanwan,good result,tanwakanwakaghe|utsehta
gubio,good result,marte|biriri
kopolque,good result,colhue_huapi|sengel|fem_mapu
lumbala,good result,masiko
ichisi,good result,hitchiti|coweta
deori,good result,ratnapura|sripura
khaplu,good result,skardu|charasa
nurpur,good result,milwat|nagarkot
stadacona,good result,epe|wachilmezi|kaf|andawaohie|ye|mouth_of_saint_lawrence|owo|ely
tsaryovo_gorodishche,good result,yalutorovsk|ars|stepnoye|kurtamysh
wangdue,good result,ye|daga|punakha
joluo,good result,east_african_mountains|vitoria
nistam,good result,waskaganish|kamashikamach
jianshi,good result,shizhou|xinhua_guizhou
scahentowanen,good result,atrakwaye|wappasening
choccalpata,good result,solimoes_amazon_jungle|pampahuaylla|paqwayranra|sondor|willka_pampa
corum,good result,gumus|sungurlu|bayat
muret,good result,toulouse
rudrapur,good result,ballia|azamgarh|chillupar|gorakhpur
thaua,good result,didthul|kosciuszko_mountains|kem|otun|ye|ye|oban
susurluk,good result,balikesir|manyas|mihalic
dongola,good result,kerma|karima|selima
felvint,good result,turda|abe|felvint|kem|otun
metica,good result,upia|humadea|orocue|ariari
muong_cha,good result,muong_te|lai_chau|thuan_chau
havasu,good result,aha_macav|moapa
jahrom,good result,meymand|karzin
miahuatlan,good result,coatlan
palampur,good result,nagarkot|mandi
arad,good result,csanad|lipova
samira,good result,an_nuqrah|as_sulaymi|at_tarfawi
unzha,good result,korenevo|manturovo
mbanza_mpemba,good result,nkunga|kavanga
sakya,good result,ganden_delingshar|himalaya13|jonang
sogra,good result,nizhnyaya_toyma|bereznik
suonikyla,good result,ivalo|kirkenes|prirechnyi|lapland_taiga2
yalutorovsk,good result,tsaryovo_gorodishche|tavdinsky_sloboda
eskippakaithiki,good result,kentucky|chenoka
madaran,good result,bardhaman
phari,good result,himalaya12|paro
waldeba,good result,debarq|bazin|axum
cuthuhogwa,good result,binmatshua|beaverhead
yusha,good result,hanchuan|qianjiang|jingling
soncino,good result,cremona|ani|lodi
wabamun,good result,titaga|shunda
sanye,good result,maasai
ollelewa,good result,aderbissinat|birni_lalle
burgo_de_osma,good result,aranda_de_duero|berlanga
kishwaukee,good result,pecatonica|koshkonong
monxoro,good result,utuva|pontal_point
bhadrachalam,good result,aheri|barasuru|palampet
abaga,good result,myndagai
utugo_kuri_doge,good result,sucuriu|guiratinga|araguaia|areia|iranmranhre
buayan,good result,epe|kuta_watu|buluan|ars|kabacan|kalalaw
kuenga,good result,nibuchu|mon
wadian,good result,tengchong|gaoligongshan1|ia|wadian|kem|otun|fez|ia
jaranwala,good result,talwandi|dijkot
jishi,good result,gushan|guide
hajo,good result,ia|durjaya|guwahati
luebo,good result,hemtine|bag_ngula
sarria,good result,lugo|riz|monforte_de_lemos
hoifa,good result,golmin_salggiyan|lefu
esteriktyaax,good result,tuyandina|abyy|syagannaax|ou|uyandina_trail
myaungmya,good result,maubin|naungyo|ngaputaw|western_irrawaddy_delta
parepona,good result,caroni|aro|negro_amazon_jungle
bodaybo,good result,konkudera|kyakhtinskii|taksimo|amalyk|ou|olyokma_upplands4
arguvan,good result,keban|arapgir|malatya
ngalakan,good result,mangarayi|ngandi|mara
minenga,good result,semalembue|kamimbe
murghab,good result,oksu|vamar|pamir8
nanuque,good result,mucuri|ou|ely|vicosa
wulgurukaba,good result,nyawaygi|bindal|yuru|diria|kutjala|yangga
sartlan,good result,kainsky_pas|sho
ta_shwe_htan,good result,mangshi|kongwei|rouyuan|muse|nam_thing|sya
panjakent,good result,samarkand|ayni
vstrechny,good result,ypalgyn|keperveem
kangiqsualujjuaq,good result,imaapik|alukpaluk_bay
banfora,good result,kong|sya
kadom,good result,azeevo|temnikov
curitibanos,good result,chapeco|lages|lagoa_vermelha
xacona,good result,zula_michoacan|coinan|chapala_lake
mayeye,good result,waco|bidai|palaquechare
naxi,good result,luzhou|jiangan
sviyazhsk,good result,tetyushi|kazan|dobyaz
darganata,good result,hazarasp|daya_kathyn|ye
gao,good result,tondibi|ansongo
nayarit,good result,tzapotzingo|aztatlan
mistutikumak,good result,numaykoos|southern_indian_lake
sutara,good result,bidzhan|arkhara
shanyang_huaian,good result,qinghe_huaian|funing
ksituan,good result,chinchaga|mushikitee
dubrovytsia,good result,raz|stolin|volodymyrets|este
katyn,good result,rudnya|krasny
uataaq,good result,nuurvik|noatak
wara,good result,zankor|masa_sud|taweisha
dingqiang,good result,gushan|hezhou|didao|lanzhou
faras,good result,daw_sud|sai
qingliu,good result,ninghua_tingzhou|yongan_sha
guaitaka,good result,sao_fidelis|paraiba_delta
kampar,good result,barisan_mountains1|pangkalan_kerinci|gunung_sahilan
coospacam,good result,tugumlepen|estok_gna
abihka,good result,apica|ohatchee|talisi|pakana
imsdalen,good result,lillehammer|otta|norway_wasteland_b
ingolstadt,good result,awa|neuburg_an_der_donau|pfaffenhofen
sivas,good result,hafik|sarkisla|ena
kotri,good result,naserpur|ranikot
linxian,good result,dinghu|kehu|epe|jiazhou
ayagoz,good result,targabatay_mountains|tansyk
busayrah,good result,rahba|raqqa|deir_ez_zor|tabqah
mandi,good result,palampur|bajaura
kyyindy,good result,nemby|kaaguy_jehasapa|tacshic|agaes|avaes
dasu,good result,jijial|tangir
nyssa,good result,tipanuk|payette
avaes,good result,kyyindy|kaaguy_jehasapa|tsiripa|lanagashec|ou|mepenes|ou|agaes|ye
suide,good result,dinghu|jiazhou|qingjian|ou
mbwela_kabango,good result,kusike|kanjamba|moena_kalengo
utkhupampa,good result,ilucan|ou|bagua|karajia
adeqiu,good result,zhuluo|dzingcho|sangme|tsakhalkho
rtishchevo,good result,serdobinskaya|turki
batubenge,good result,ikongo_boa|chibango|bayombe
cuchi,good result,rey|liroema|oma|miongo
tanah_putih,good result,bagansiapipi|kunto
ilic,good result,kemah|arapgir|egin
chequamegon,good result,kayeskikan|pokegama
itaporanga,good result,ia|mbai_yuru|ia|itapeva|ia|adare|ket|itarare
holeylan,good result,badreh|bisotun
wembo,good result,ambuila|wandu|wik
yuechi,good result,shizhao|qujiang_guangan
kot_lalu,good result,dubbi|moro_sindh|mansura
lungkya,good result,darlag|amnye_machen|metsang|muxihe|quge|sailahai
kaiguang,good result,ani|hehe|kehu|jiazhou|wa|shenmu
zhangqiu,good result,licheng|jiyang|qidong
wuhu,good result,nanling|dangtu|fanchang|hezhou_he|wuwei
saint_mihiel,good result,bar_le_duc|metz|nancy|toul|fresnes
akwe,good result,acroas|kraho|xerente
agori,good result,sidhi|vijaygarh
kawishiwi,good result,croix_lake|basswood_lake|saganaga|one|namakan|hot|wa
muichi,good result,moana_mussumba|lukuga
rovereto,good result,trento|peschiera
maitomoni_ohe,good result,manomin|tewaukon|minnewaukan
lucheng,good result,tongle|xilong
mudan_ula,good result,ilan_hala|hailang|ningguta
epinal,good result,arches|darney
brasov,good result,sfantu_gheorghe|epe|wa
ghatsila,good result,hijli|raipur_bengal|kharsawan|baripada
mariame,good result,matagorda_bay|cantona
aban,good result,taseyevo|chunoyar
krasnyano,good result,anadyr_trail|reka_tumanskaya
otelnuk,good result,kasakaupuyau|kawachisakau
kungwini,good result,mashishing|mghumbhani|tebang
murau,good result,tamsweg|judenburg
panenetah,good result,ne_shuta|aahkawiraahkata
tongguan_yuanjiang,good result,zheledian|puri_simao|talang
mixtlan,good result,cosamaloapan|ozumacin|chinantlan
cernauti,good result,hotin|stefanesti|sniatyn
sanok,good result,krosno|lesko
sotkamo,good result,ulm|paltamo|suomussalmi
aslan_horod,good result,wej|wa|ordu_bazar|rohat_kermen|ou
siewierz,good result,czestochowa|mstow
wassu,good result,kabakama|wanar
mingyi,good result,juque|mala|pingchuan|dechang
shunde,good result,nanhai|panyu|xinhui|xiangshan_xinhui
indrapura_khmer,good result,longvek|phnom_santuk|ath|prasat_andet|phnom_penh|srey_sarchhor
uechamitogosode,good result,pantanal_forest|otuke
mosbach,good result,sinsheim|heilbronn|erbach
alawa,good result,mudburra|yangman
taunat,good result,amergo|namalata
lieka,good result,agaro|nekemte
iny_karaja,good result,fez|xingu_amazon_jungle|ou|kukuro_kalapalo|xavante|araes|kiriras|canastra|auwe
kale,good result,ia|hakha|chin_hills1|butalin|thaungdut
emei,good result,longyou_jiading|hanyuan|zhenxi_lizhou|muchuan
uzes,good result,nimes|st_ambroix|tarascon|avignon
linjiang,good result,wanzhou|fengdu|shizhu
chekmagush,good result,chishmy|ufa
milas,good result,icarian_sea|ku|balat|cine|ia
tuyetah,good result,mackenzie_mtns|blackwater
titel,good result,zenta|modos|bacs|petrovaradin
coyame,good result,suma|patarabueye|chinaitih
dong_lakhon,good result,ou|prachinburi|phanat|bight_ayodhya
mambere,good result,kadey|baoro|sangha|mbaiki|congo_jungle
gora,good result,koes|wolow
rouyuan,good result,ou|mangshi|tengchong|nandian|zhenkang|lujiang|ta_shwe_htan
para,good result,tocantis_amazon_jungle|tupirama
baden,good result,germersheim|offenburg|strasbourg
darney,good result,vesoul|epinal|arches|mirecourt
ngwaun,good result,mayi_thakurti|wanamara|mbara
xingyang,good result,wenxian|gongxian|guancheng_zhengzhou
kelt_aiken,good result,nansen_forest|paine_forest
mae_sot,good result,papun
bastar,good result,kotpad|kondagaon|ket|jagdalpur|ou
metapan,good result,chiquimula|shalatenan|kuskatan
ross_river,good result,pelly_river|mackenzie_mtns
albi,good result,tana|st_affrique|lautrec|adra
musuo,good result,mulian|matman
kuta_watu,good result,buayan|moro_gulf
xiabancheng,good result,baitan|banbishan|van
ratnagiri,good result,kataka|harishpur|jajnagar|bhadrak|indian_coast59
mnisaton,good result,kinosota|winnipeg|gawakomitigweia
tumeremo,good result,kumarakapay|guayana_jungle|negro_amazon_jungle
nagara_borneo,good result,banua_lawas|ou|muara_bahan
nelemney,good result,ziryanka|utaya|glukharinyi|arga_tas_upplands
prizren,good result,debar|has
trencin,good result,hlohovec|povazska_bystrica
sao_jose_pinhais,good result,lapa|ia|curitiba
thang_long,good result,khoai_chau|vu_ninh|da_giang|tam_dai|thai_binh
tarnow,good result,wislica|sandomierz
canastra,good result,porangatu|kiriras|itya_mahadu|iny_karaja
tierp,good result,fez|heby|ia|ely|gavlebukten|ye
oberndorf,good result,ye|horb
emet,good result,harmancik
le_lude,good result,bauge|chateau_du_loir|sable|rey
leksand,good result,stora_tuna|siljan
sungai_jujuhan,good result,dharmasraya|batang_tabir|batang
khai_ma,good result,tconsiep|nababeep
akyazi,good result,goynuk|akcasehir
batala,good result,milwat|kapurthala
bzhedygu_kal,good result,siba_circassia|belorechensk
sremska_mitrovica,good result,bacs|ilok|petrovaradin|debrc|sabac
sahrazur,good result,khanaqin|hawraman|javanrud
kherlen,good result,avraga|undurkhaan
waahukaahaanu,good result,wahasah|adixoodagoorahareesh|suktogeja_o_ipa
cotnari,good result,targu_neamt|suceava
shakka,good result,nuba_sud|zankor|ed_daein|taweisha|kafia_kinji|wau
ogowe,good result,madembe|lefini
rampa,good result,rekapalle|rajamahendry|kothagudem
bolshevo,good result,kholm_zhirkovsky
nora_eth,good result,ankober|gendebelo|mora_eth
minisink,good result,lenape|hopatcong|po|paunacussing|lackawaxen
bunut,good result,jongkong|borneo_jungle10
lianzhou,good result,ou|linwu|ars
mariocai,good result,tocantis_amazon_jungle|vieira_grande_bay
semikarakorsk,good result,ayr|shakhty|bol_shaya_martynovka|konstantinovsk
urtsun,good result,chitral|hajiabad
yaakwdaat,good result,gunaaxoo|laaxaayik|shushtone_forest
maguela,good result,damba|nkunga
olite,good result,calahorra|ye|tudela|viana
veesky,good result,ust_medveditskaya|boguchar
voronizh_chernihiv,good result,melnya|novhorod_siverskyi|verba
durlach,good result,germersheim
otse,good result,trinity_lagoon|ayish|sabine_lake
skaniatares,good result,tsikahiotsisto|caguya_lake|ou
nagykanizsa,good result,ptuj|cakovec|eid|zalaegerszeg|gui
nienburg,good result,minden|verden
chiswell,good result,tutelo|po|mondongachate
nanbu,good result,langzhong|iwal|yilong|xiangru
calvas,good result,cangochamba|malacatos|ayahuacas
kitauonuma,good result,koshi|minamiuonuma
skwierzyna,good result,gorzow|santok|szamotuly
campo_mourao,good result,ia|umuarama|iguazu|lom|ye|guarapuava|ami|ye|imbau|apucarana
bugulma,good result,bavly|aznakayevo|arad|syun|turkmenevo|vire
xixiang,good result,shiquan|yangzhou
changshe,good result,linying|xiangcheng_kaifeng
acholi,good result,gondokoro|rejaf|pubungu
vindeln,good result,umea|lycksele
gouveia,good result,curvelo|pirapora
enhe_hada,good result,emuer|lower_gazimur|merelka|urov|silkari
chaudandi,good result,ou|fez|ou|vijayapur|rajanari|ranibas|halesi|jhanjharpur|kosi|saharsa
jiande,good result,lanxi|chunan|tonglu
mastuj,good result,mulkhow|yarkhun
uruaitis,good result,miritiba|timbira|upaon_acu|tapuios
italwa,good result,eswawpuddenah|italwa|epe|kem|otun|tases|ou|van|epe|ani|oban
kozhevnikovo,good result,siberian_wasteland_9|melnikovo|krivoshchekovo|bolotnye
caxud,good result,anavarza|hargan
kilmez,good result,urzhum
hildburghausen,good result,schleusingen|coburg
kanchanaburi,good result,chaisri|ratchaburi|wang_pho|ban_pa_la_ta|dawna_range2
okanja,good result,shake_kongo|banjabi
kangu,good result,fuchuan_ningxia|lanzhou
yiyang_songzhou,good result,ia|songzhou_songzhou|funiushan1
mainz,good result,kreuznach|oppenheim|wiesbaden|katzenelnbogen
kuska,good result,auqajikuna|matara|asingasta
kukiya,good result,ansongo|ayerou|yo
lokono,good result,araguari
shahjadpur,good result,bogra|pabna|rampur_boalla|atiya|savar
kumak,good result,namjan|suyunduk|ia|kem|otun|ye|ye|ani|oban
ushki,good result,tauisk|hakandya_uppland|okam|arka|okhosk_coast30
drangtse,good result,charasa|murgo
kanthal,good result,dungarpur|banswara
balikesir,good result,bigadic|susurluk
tupiniquim,good result,tanhacu|mamoa_coast
ibi,good result,wukari|pankshin|katsina_ala
shana_bukanda,good result,kadinga|mussumba|difunda
chinaitih,good result,ath|julime|coyame|pinanaca
kondapalli,good result,guntur|masulipatnam|peddapalli|wazirabad
shey,good result,leh|hanle
gueret,good result,aubusson|bourganeuf
kiosaquay,good result,moingwena|inyanshashawatpa
gonen,good result,balya|manyas
guramal,good result,tharawal|jerrinja
busiyn,good result,kaa|balyktyg
sosso,good result,kolokani|banamba
tumaco,good result,tumaco_bay|pailon
gumus,good result,gadegara|corum|iskilip|tosya|boyabat|gerze
shizong,good result,guangxi|luoxiong
ponta_grossa,good result,palmeira_brasil|guarapuava|guaiana|imbau
pingchuan,good result,mala|dechang|mingyi|suzhou
rahachow,good result,luchin|streshyn|novy_bykhaw
takuru_puku,good result,mbya|kaarendy|canindeyu
pereiaslav,good result,zolotonosha|kaniv|desnyanskyi_horodok
hoan_chau,good result,mat_chau|nghe_ann|chiba
zhongmu,good result,kaifeng|guancheng_zhengzhou
demensk,good result,dorogobuzh|shui|zhulino|ye
arkhangelsk,good result,intsi_cape|kholmogory|pomorye
sohrevard,good result,sojas|bashqurtaran|yasukand
maravatio,good result,taximaroa|zinapecuaro|acambaro|tlalpujahua|nes|xilotepec
yanchang,good result,tes|epe|jizhou|daning|yonghe|epe|yichuan|yanchuan
keta,good result,akropong|cape_saint_paul
javanrud,good result,sahrazur|hawraman|ia|javanrud|kem|ulm|ani|tases|oban
kelay,good result,sambaliung|borneo_jungle9|ryn|ann
ivalo,good result,enare_trask|lapland_taiga1|suonikyla
kursk,good result,manturovo|olgov
lubue,good result,pende_kwila|bendi
atikonak,good result,muhaukamau|hamilton_highlands
debyosy,good result,igra|ochyor
gowtano,good result,nooherooka|pamticough
tsikahiotsisto,good result,epe|ye|skaniatares|ena|assorodus
jayankondam,good result,parangipettai|srirangam|karaikal
tionesta,good result,ani|cattaraugus|shenango
veckelax,good result,kymi_fi|wa|oma
kandysu,good result,kurchum
krosno,good result,przemysl|sanok|dax|ou
siri_do,good result,ye|papun|pest|karen_jungle|mongpai
chianouske,good result,olentangy|scioto
boxing,good result,lean|bohai|gaoyuan_jinan|abe
pagan,good result,saw|salay|talok|ye
komsa,good result,bakhtinsky|verkhneimbatsk
chitkan,good result,argada|karaftit
gniew,good result,tczew|nowe|ia|malbork|kwidzyn
wau,good result,nuba_sud|shakka|bayyu|kafia_kinji|meshra_er_req|tambura
ukbara,good result,baqubah|samara
bukcheong,good result,eastern_korean_mountains3
kuneni,good result,pungo_ndongo|mbangala|ket|ia|kuitonga
millcayac,good result,huanacache|quines|mamull_mapu
tenamitl,good result,jaltenango
ishak,good result,ayish|deadose|pachina
sdok_kok_thom,good result,chanthaburi_jungle|banteay_chhmar|phnom_srok|battambang
selkehatchie,good result,boe|wimbee|kosalu|kiokee|ogeechee|epe|aoe
garmsir,good result,bost|banader|khanashin
flix,good result,caspe|montblanc|tortosa
wasetihoge,good result,neosho|nanzewaspe|harahey
syagannaax,good result,abyy|esteriktyaax|siberian_tundra_4|uyandina_trail
dongsheng,good result,hebin|ia|ningbian
xiaxian,good result,mianchi|yuanqu|pinglu
fallingbostel,good result,neustadt_am_rubenberge|verden
sunam,good result,samana_india|kaithal|hansi
qlispe,good result,saleesh|kalispel
salehabad,good result,pushang|karakum_desert4|sarakhs|torbat_e_jam
baden_im_aargau,good result,ia|aarau|kyburg|waldshut
unjegah,good result,tsa_tinne
orotuk,good result,kulu|tokichan|po|moi_urusta
sico,good result,pech|ollalko
deh_kundi,good result,kajran|paropamisus_mountains3
gardez,good result,ghazni
mogot,good result,gilyuy
wuwei,good result,fanchang|wuhu|zongyang
dan_sai,good result,loei|ban_khon|phon_hong
heyuan,good result,lankou|khuzhupai|boluo
obion,good result,hatchie|casqui|towosaghy
larache,good result,ouezzane|manora
st_gallen,good result,feldkirch|bregenz|werdenberg
karajia,good result,ilucan|chetilla|congona|utkhupampa
shambala,good result,usambara|ou|zigula|usangi
asmara,good result,agordat|keren
nitahende,good result,teypana|shiewhibak
limeuil,good result,bergerac|sarlat
mangazeya,good result,kara_sea|siberian_tundra_1
frauenfeld,good result,kyburg|lake_constance
heoryeong,good result,musan|onseong|helong|longjing|yenji
nevers,good result,bourbon|molins|cercy|st_pierre_de_moutier
sergelyakh,good result,tuoydakh|lop|ket|sergelyakh|ye|ou|ia|mon|ou|ou|ia|kem|lop|otun|ye|tuy|oban
kourim,good result,mlada_boleslav|koes|ia|podebrady|yi|chrudim|prague
ust_kuiga,good result,siberian_tundra_7|kular
pipmuacan,good result,betsiamites|kitchesatsiou|lake_pipmuacan
yuancheng,good result,nanle|weixian|guancheng|guantao
tam_dai,good result,vu_ninh|da_giang|quy_hoa|thang_long|tuyen_quang|thu_vat
bilasuvar,good result,beylagan|mughan|varsan
cetatea_tetina,good result,hotin|zalishchyky|sniatyn
lefu,good result,girin_ula|hoifa
oklan,good result,kamenskoie|koryak_uplands3
ypalgyn,good result,vstrechny|anyuysk
minxian,good result,houguan|sansha_bay
guajobos,good result,arauca|atanari|kai_kara|apure|negro_amazon_jungle
hulawen,good result,hulan|ye|shangjing|boduna|zhaozhou_jurchen
yasukand,good result,mahneshan|sojas|bijar|sohrevard
einbeck,good result,hoxter|holzminden|gottingen|hofgeismar|gandersheim
rahba,good result,abu_kemal|busayrah|deir_ez_zor
kesan,good result,enez|hayrabolu|traianopolis|ani
kongsvinger,good result,trogstad|hamar|glommadal
petaigan,good result,saskatchewan|kistapinan
salemata,good result,sutuko|kaabu|iwol|tuba
eisleben,good result,halle_an_der_saale
bratslav,good result,bershad|vinnytsia
lukulunga,good result,tetela_boa|kusu_mangbetu
ayvu_pora,good result,ou|pantanal_swamp|kadiweu|piripucu|ycuamandiyu|pai_tavytera|guana|nenlhet|enenlhet
bohan,good result,mandisobi|chana|yaros
haiyang,good result,pantian|dongshan_bay
nanfeng,good result,nancheng|guangchang
shahabad,good result,guna|kota
kyburg,good result,baden_im_aargau|frauenfeld|ia|bonndorf|schaffhausen
julau_kutai,good result,mahakam
tethul,good result,kai_theli_ke_hot_inne|klewi
yaaucaniga,good result,ani|rukahe|nakaigetergehe|asingasta|ou|chupilta
kamla,good result,subansiri
staraya_zima,good result,zalari|balagansk|siberia_kuytun|siberian_wasteland_17
lanagashec,good result,tacshic|qollaxalec|ou|mepenes|ou|agaes|ou|avaes
hulu_sembakung,good result,borneo_jungle6|borneo_jungle1
pimicaskewyashik,good result,ogiciza_wakpa|bih|amisk_sipi
san_antonio_patrulha,good result,nononai_forest|ia|vacaria|sao_leopoldo
kymi_fi,good result,liljendal|veckelax|east_gulf_of_finland|ars
cirencester,good result,chippenham
kol,good result,gunnaur|sargadwari|mathura|gurgaon
ngololo,good result,muxima_ayo|ayo
masacuajulam,good result,gualeguas|estok_gna|cachopostales
porekry,good result,sucuriu|camapua|paranaiba|opaye|ofaie|iranmranhre
mus,good result,karagol_mountains
miskolc,good result,szabolcs|hajduszoboszlo|satoraljaujhely
ujvyn,good result,kagyrgyn|yeropol
nabagram,good result,sohra|sylhet|khaliajuri
yangikent,good result,buzikkala|jubara
tengapani,good result,walong|bengmara|sadiya
chomuruvuti,good result,chipagwe|chipukuswi|naletale
gubakha,good result,lysva
borovichi,good result,lyubytino|moshenskoye|veliky_porog
derbeke,good result,barylas|nalyachchyya
bahr_salamat,good result,salamat|sarh
yuskus,good result,prinzus|ku|tawahka|xalapan
nana_kahinga,good result,chioata|kitungula
huitzquilic,good result,ameca|etzatlan
mbanza_soyo,good result,congo_river_coast|cabinda_kongo
bursa,good result,gulf_izmit|mihalic|lake_uluabat
guangze,good result,shaowu
sakkyryr,good result,kustur|tenki|zhargalakh
durg,good result,nandgram|bemetara|fez
mara,good result,ye|ngalakan|numbulwar_shore
chandrakona,good result,raipur_bengal|tamluk|satgaon
huangmei,good result,guangji
ganggye,good result,chosan|donggo
atfalati,good result,kalapuya|watlala
kumai,good result,ia|arut|ye|seruyan
colhue_huapi,good result,ou|non|sengel|tecka|kopolque|katrawunletuayin|fem_mapu|ely
koko_bera,good result,kunjen|kokomini
gengdang,good result,menglei|jinglong
patna_us,good result,torope|wappacoma
mengtong,good result,zheledian|puri_simao
aguasabon,good result,ginoogaming
dingyuan_lingzhou,good result,ulan_buh_desert|otog|ningxia
qom_toba,good result,rukahe|matara|chinipi
utiangue,good result,ayays|tutilpinco|tutilcoya|anoixi
chical_co,good result,chadileuvu|atuel|lewfuko
wicontiss,good result,tesinigh|attaock|upper_chesapeake_bay|ia
luliang,good result,lunan|nanning
pingyin,good result,donge|changqing|lar
aruja,good result,piratininga|ia|mogi_das_cruzes|jacarei
dubno,good result,ia|tes|kremenets|abe|epe|ou|rozhyshche
oktahutchee,good result,wewoka|gulvau
bodo,good result,skanderna|abe|ia|ia
chisos,good result,julime|pinanaca
zhalauly,good result,zhelezin
kopys,good result,mogilev|orsha
nizhnyaya_toyma,good result,verkhnyaya_toyma|zaostrovskoye|sogra
sao_luis_do_paraitinga,good result,lorena|taubate|cunhambebe_forest
bashqurtaran,good result,bijar|sohrevard
asingasta,good result,yaaucaniga|kuska|sumampa|chupilta
wimanja,good result,kokomini|kuku_yalanji|djabuganjdji
fatehabad,good result,kapurthala
melenudo,good result,tonkawa|waco|tickanwatic
bryansk,good result,revny|vshchizh
aguanish,good result,natashquan|vieux_poste_point
kiwigapawa,good result,mendota|pecatonica_wi|hahawakpa|penaca
sankancete,good result,jachal|quines
wabigoon,good result,wabaseemong|obishikokaang
shrewsbury,good result,ath|oswestry|kidderminster
farnebo,good result,tes|tingvalla|ath|ani|fryksdal|ou
vaska,good result,siklos|segesd|virovitica|osijek
tecohtzincalpan,good result,talanga|xoxonal
soria,good result,almazan|calatanazor
pasrur,good result,pathankot|kalanaur|virkgarh
chengmai,good result,yilun|gongshan|dingan
lleida,good result,caspe
shimian,good result,hanyuan|diaomen
montes_claros,good result,anais|janauba|pirapora|bocaiuva
karang_brahi,good result,batang_tembesi|sungai_penuh|ye
ourense,good result,monforte_de_lemos|ribadavia|valenca
zuba,good result,lafia|minna|jos
akyab,good result,launggyet|mrauk_u|arakhan_coast
hajiabad,good result,urtsun|asadabad_kunar|ye|bajaur
uian,good result,miryang|masan_bay
dalingkot,good result,jalpaiguri|yuksom|gangtok
gadegara,good result,gumus|bafra
lukoves,good result,knyazhich_gorodok|poshekhonye|cherepoves
gorakhpur,good result,chillupar|rudrapur|bansi|binayakpur
quiaghtena,good result,agouasaque|wabash|ambraw
beryozovo,good result,sumgut_vosh|ayyugan|zazhimchar
xilotepec,good result,abe|maravatio|lom|tlalpujahua
mendota,good result,meskousing|pecatonica_wi|kiwigapawa
urov,good result,enhe_hada|lower_gazimur|merelka|talman_boorj
korkina_sloboda,good result,raz|ani|ia|vikulovo|abe|tes|ayr|berdyuzhye|ia|kyzylzhar|asht
iyeesnime,good result,agaidika|lamatama
calatanazor,good result,soria|tuy|ou
mondongachate,good result,chiswell|tutelo|saura|wattogee|ou
yeme,good result,muruam|cachopostales
budaun,good result,pali_uttar_pradesh|bareilly|shahjahanpur|shahabad_uttar_pradesh
qingchuan,good result,wenxian_gongchang|daan
baochang_nanxiong,good result,xinfeng|shixing
catalte,good result,ouachita|guachoyo|ayays|chaguate
sherbro_island,good result,shenge|galinhas|sherbro_coast
bakhapcha,good result,kolyma_highlands|bakhapcha|ou|otun|epe|sic|ye|lab|ani|oban
guugu_yimidhirr,good result,kokowarra|wujal_wujal|mutumui
kittaning,good result,loyalhanna|saucunk|shenango
peddapalli,good result,guntur|kondapalli|indian_coast51
unda,good result,nibuchu|aga|boorj
konwargaon,good result,charaideo|dibrugarh|lakhimpur|malinithan
yadkin,good result,saura|joara
al_bab,good result,jabar|manbij|ye|maskanah
ramsele,good result,solatunum|asele|ragunda
katok,good result,derge|jomda|tangkya
oswego,good result,bay_of_quinte|assorodus|yo
djeoromitxi,good result,itarap|makurap|massaco_jungle
tsala_ihmec,good result,strathacona_range|leel_watr_ool
cachamay,good result,uyapari|guanipa|caroni
mohyliv_podilskyi,good result,lipnic|soroca|drahushiv|ushytsia
leibnitz,good result,graz|maribor|feldbach
slatina,good result,ramnicu_valcea|caracal|ou
bozok,good result,dinek_keskin|hacibektas
tignere,good result,ngaoundere
surame,good result,birnin_kebbi|goronyo
savukoski,good result,kemijarvi|sodankyla
kosozhichi,good result,rylsk|olgov
melun,good result,nemours|brie_comte_robert|corbeil
linzhou,good result,shexian_cizhou|anyang|qingyang_luan
ventadour,good result,mauriac|turenne|ussel
soltobe,good result,balasagun|dzhul|kysmyci|sargau
tonshayevo,good result,vetluga
evuevi,good result,sucuriu|piquiri|pantanal_swamp|mebengokre
ebelyakh,good result,saskylakh|siberian_forests_2
ganderbal,good result,pulawama|baramulla
sojas,good result,mahneshan|sohrevard|yasukand
monadnock,good result,pocumtuck|po|wantastiquet|po|sunapee|awa
