location,status,good_results
ukunzu,good result,ugbodu|idah
ukyulyakh,good result,tumat|chondon
ul_kan,good result,irkutsk_kazachinskoye|po|onguren
ulakhan_an,good result,charang|toyon_ary|tit_ary
ulakhan_kyuyol,good result,argas|tyaia|kuturga
ulakhan_vava,good result,khakhsyk|tangkhay|aikhal|po|siberian_hills_8
ulibahali,good result,apica|tuasi|ishtaboli
ulla,good result,polotsk|ushachy|vitebsk|syanno
ullantaytampu,good result,urupampa|yunca|picchu
ullum,good result,angualasto|zonda
ulma,good result,burunda|buse|mamyn
ulug,good result,systyg|buren_khem|den_terek
ulukulevo,good result,tabynsky|ufa
umarkot,good result,chor|islamkot
umballa,good result,lubudi|lualaba
umbra,good result,gorrones|cauroma|otun
umbu,good result,nandeva|tupancireta|patos|jacui
umea,good result,vindeln|kvarken
ummatur,good result,seringapatam|sathyagala
umngazi,good result,dedesi|umzimvubu_mouth
umpila,good result,mbeiwum|wik|wa
umpqua,good result,kalapuya
umsobomvu,good result,gariep|thembelihle
umuarama,good result,chiripa|oral|campo_mourao|amal|iguazu|oral|apucarana|canindeyu
umzimvubu_mouth,seazone,
uncompaghre,good result,moanunts|ou|uintah
unda,good result,nibuchu|aga|boorj
undurkhaan,good result,kherlen|uguumur
ungheni,good result,viadineti|harlau|iasi|targu_lapusnei
ungwana,good result,lamu|wenje|pate_island
uniejow,good result,turek|kolo
uninka,good result,achan|xunka
unjegah,good result,tsa_tinne
unnao,good result,korra|makanpur
uolba,good result,bulun
uolbut,good result,aldan_upplands4|po|zharkhan
upaon_acu,good result,tapuitapera|miritiba|uruaitis|krenye|sao_marcos_bay
upar,good result,sicarate|ariguani|tayrona_mountains
upardang,good result,tanahun|tansen
upia,good result,metica
upper_angara,good result,kezhma|yarkino
upper_chesapeake_bay,no river,
upper_nioman,good result,duse_alin|olongki
upper_ob,good result,megion|kargasok|vasyugan|siberian_wasteland_13
upper_yukon,good result,bonanza|eagle
uracu,good result,awa_brazil|paranoa|javaes
ural_nema,good result,sernur
urama_island,seazone,
urasalakh,good result,khayyr
urda,good result,hazaribagh
urewera,good result,manukau|taupo
urfa,good result,kahta|birecik|siverek
urga,good result,khan_khentii2|manzushir
urgal,good result,olongki|tujun
uriparacoxi,good result,guazoco
urka,good result,emuer|ollo
urodan,good result,omchikan_range|lobuya|sededema|tala_kyuyel
ursus_cove,seazone,
urtsun,good result,chitral|hajiabad
uru_eu_wau_wau,good result,oro_win|jiparana|amundava
urucu,good result,aimore|borun
uruguay,good result,yguazu|jeguakava|cruz_alta
uruguay_river,good result,timbu|la_plata_river_mouth
urzedow,good result,epe|zwolen|kunow|rudnik_poland
urzhum,good result,oli_baraza|sernur|kilmez
usa_reka,good result,vorkuta|pechora
usambara,good result,pangani|shambala
uschu,good result,achan|deren
ushachy,good result,ulla
ushytsia,good result,mohyliv_podilskyi|hakata
usolye,good result,yusva|solikamsk|cherdyn
ust_charky,good result,sentachan|batagai|taala
ust_chulasa,good result,leshukonskoye|koptyuga
ust_kabyrza,good result,kuznetsk|altay_forest_wasteland_2
ust_kalmanka,good result,zmeinogorsk|ust_koksa
ust_katav,good result,belekes|bolshoy_ik|mesyagutovo|zlatoust
ust_koksa,good result,altay_mountains|ust_kalmanka|altay_forest_wasteland_1|onguday
ust_kuiga,good result,siberian_tundra_7|kular
ust_kulom,good result,kortkeros|troitsko_pechorsk|ukhta
ust_kut,good result,irkutsk_kazachinskoye|zhigalovo|icheda
ust_labinsk,good result,tbilisskaya|belorechensk
ust_livny,good result,yelets|kolpny
ust_maia,good result,eldikan|ust_yudoma|ust_mil
ust_medveditskaya,good result,veesky|kumylzhenskaya|zimnyatsky
ust_mil,good result,ust_maia|aldan_upplands3
ust_ozernoye,good result,ket|siberian_wasteland_15
ust_pinega,good result,pinega
ust_sysola,good result,kortkeros|zheshart|vizinga
ust_tsilma,good result,russian_wastelands_9|izhma|pustozersk
ust_ugla,good result,yorga|kirillov
ust_vayenga,good result,bereznik|siya
ust_vym,good result,russian_wastelands_9|zheshart|ukhta
ust_ynykchan,good result,hakandya_uppland|bor|yugorenok|eldikan|ayan_mai2
ust_yudoma,good result,aim_maia|ust_maia|ayan_mai2
usti_nad_labem,good result,litomerice|decin
ustikolina,good result,borac|soko_grad
ustye,good result,lake_kubenskoye|sumino
ustyuzhna_zheleznopolskaya,good result,ves_yogonskaya|okhona
usulutan,good result,cojutepeque|nonualco
utajarvi,good result,uleaborg|paltamo
utaya,good result,orgulaax_trail|tala_kyuyel|ziryanka|nelemney
utiangue,good result,ayays|tutilpinco|tutilcoya|anoixi
utsehta,good result,nikhdhintanwan|neosho
utsjoki,good result,deatnu|lebesby
utsutigway,good result,chatanugi|walden_ridge|callamaco
utugo_kuri_doge,good result,sucuriu|guiratinga|araguaia|areia|iranmranhre
utuva,good result,monxoro|telha
uutaalnganu,good result,yinwum
uvinza,good result,lake_tanganyika|west_konongo
uvira,good result,lake_tanganyika|komo_kongo|one
uvwie,good result,warri|forcados
uwharrie,good result,sissipahaw|waxhaw|alamance|keyauwee
uyandi,good result,yrgychen|uyandina_trail
uyapari,good result,orinucu|tucupita|orinoco_delta_jungle|cachamay
uyo_uyo,good result,kanamarca|andahua_volcanoes
uzes,good result,nimes|st_ambroix|tarascon|avignon
uzice,good result,srebrenica|krupanj|gradac|visegrad
v_enyn,good result,o_mnmilin_uplands2|reka_tumanskaya
vacaria,good result,lages|sao_joaquim|lagoa_vermelha|sao_leopoldo
vaga,good result,bereznik|rovdino
vagay,good result,qashliq|siberia_abalak|tobolsk|ust_ishim
vaka,good result,imanka|yiman
vakhs,good result,qubodijon|wesgird
valence,good result,viviers|privas|tournon|romans
valencia_de_alcantara,good result,brozas|idanha|portalegre
valenciennes,good result,tournai|cambrai
valladolid,good result,medina_del_campo|penafiel|tordesillas
valparaiso,good result,paranaiba|ofaie|porto_tibirica|tiete
valverde,good result,oropesa|plasencia|guadalupe
van_dieman_gulf,seazone,
vang_vieng,good result,sayniabuli
vangash,good result,yeruda|kardakan|bryanka
varamin,good result,kahak
varanasi,good result,bhadohi|chunar|jaunpur|kantit
varnavino,good result,vetluga|krasnye_baki
varsan,good result,goroz|beylagan|bilasuvar|aslanduz
vasilsursk,good result,sechenovo|sergach|kurmysh
vasilyeva_sloboda,good result,gorodets|yuryev_povolzhsk
vasyugan,good result,upper_ob|kargasok|shish
vat_phou,good result,champasak|preah_ko
vatyrkan,good result,kerek_uplands|khatyrka_coast
vazhiny,good result,ostrechiny|lodenoye_pole
veckelax,good result,kymi_fi
veesky,good result,ust_medveditskaya|boguchar
veisiejai,good result,lipsk|merkine
vekshenga,good result,shuyskoye|totma|ledengskoye
vel_mo,good result,enashimo|kardakan
velbuzd,good result,dupnitsa|zemlungrad
veles,good result,skopje|prosek|kumanovo
velikiye_luki,good result,nevel|podberezye
veliky_beckerek,good result,kikinda|zenta|modos
veliky_porog,good result,lyubytino|borovichi|moshenskoye
velizh,good result,mikulino|ilyino
velsk,good result,ust_kuloy|rovdino
vendome,good result,chateau_du_loir|chateaudun
veoneohe,good result,mahohevahoe
verba,good result,sosnytsia|melnya|novhorod_siverskyi|voronizh_chernihiv
verden,good result,nienburg|hoya|fallingbostel
verdun_sur_garonne,good result,toulouse
verkh_chebula,good result,mariinsk|verkhotomsk|kolchugino|siberian_wasteland_14
verkhneyarkeyevo,good result,lower_aktanyshbash|burayevo|kasevo
verkhny_mamon,good result,rossosh|boguchar
verkhnyaya,good result,aldan_upplands4|ugoyan|tegyulte
verkhnyaya_sinyachikha,good result,nizhnyaya_salda|sankina
verkhnyaya_toyma,good result,uftyuga|malaya_ilesha|nizhnyaya_toyma
verkhoshizhemye,good result,orlov|koksharov
verkhotomsk,good result,tomsk|verkh_chebula|kolchugino
verkola,good result,zanyukhcha|shardonem
verona,good result,legnago|peschiera
vertyazin,good result,tver|dubna|mikulino_tver
ves_yogonskaya,good result,ilovna|prozorovo|ustyuzhna_zheleznopolskaya
vesoul,good result,mar|gray|darney
vetluga,good result,tonshayevo|varnavino|bolshaya_yakshanga
vetza,good result,mozhaysk
viadineti,good result,harlau|stefanesti|ungheni
vieira_grande_bay,good result,anajas|vieira_grande_bay
vieng_phouka,good result,chiang_saen|muong|chom_khao_maneerat|mong_hpayak|mong_hsat
vienne,good result,lyon|saint_etienne|romans|la_tour_du_pin
vientiane,good result,chiang_khan|pak_huei_lang|thoulakhom
vieux_poste_point,seazone,
vijayanagar,good result,anegandi|koppal|bellari|puvina_padangile
vijayapur,good result,chaudandi|kosi
vijes,good result,caly|gorrones|otun
vikulovo,good result,ust_ishim|korkina_sloboda
vileyka,good result,dokshytsy
village_onega,good result,inner_onega_bay|priluky|wa
villalba,good result,lugo
villanueva_del_fresno,good result,elvas|moura
vilnius,good result,trakai|svencionys|giedraiciai|kernave|medininkai_vilna
vilyuy,good result,khampa|terbyas|khoro|orosu|ou
vilyuy_trail,impassable,
vindeln,good result,wa|umea|lycksele
vinnytsia,good result,bratslav|buzhskyi
visegrad,good result,srebrenica|pljevlja|uzice
visesav,good result,plenita|severin|kucevo|vidin
vistula_lagoon,seazone,
viterbo,good result,orte|orvietano
vitim,good result,chuya|peledui|yukte
vitry_aux_loges,good result,sully
vitry_en_pertois,good result,joinville|rosnay|chalons_champagne|bar_le_duc
vizinga,good result,ust_sysola|koygorodok
vladimir,good result,muromtsevo_murom|sudogda
vlasovo,good result,rogozh|vokhna|kirzhach|osovets
vognema,good result,beloozero|kirillov
vohimasina,good result,kavitaha|miandrivazo
vokhma,good result,pyshchug|koksharov|bolshaya_yakshanga
volgsjo,good result,asele|tarna|hammerdal
volkermarkt,good result,slovenj_gradec|ou|st_veit
volkona,good result,tarusa|awa
volodymyr,good result,grabowiec
volodymyrets,good result,dubrovytsia|stepan
vorkuta,good result,usa_reka|nenets
voronezh,good result,semidesyatnoye|teshevka
voronich,good result,ostrov|opochka
voronizh_chernihiv,good result,melnya|novhorod_siverskyi|verba
vorontsovo,good result,nicalaax|olenegorsk|ocuogun|khargytyr
voskresenskoye,good result,kozmodemyansk|raznezhye|krasnye_baki
vovchansk,good result,belgorod|chuhuiv
vozhega,good result,sumino
voznesenye,good result,shyoltozero|lake_onega|aya
vshchizh,good result,bryansk|rognedino
vstrechny,good result,ypalgyn|keperveem
vukyl,good result,pechora|troitsko_pechorsk
vuriloche,good result,catan_lil|curruhuinca
vyadhapura,good result,or_keo|phsar_dek|phnom_penh|prasat_pram_lovet|srey_sarchhor
vyatka,good result,raz|orlov|slobodskoy
vyatskiye_polyany,good result,bogatye_saby
vydritsa,good result,sebech
vygozero,good result,lake_vygozero|russian_wastelands_1
vyshny_volochyok,good result,udomlya|bologoye|rakitnya
vyya,good result,malaya_ilesha|zanyukhcha
wa,good result,bole|diebougou
waahukaahaanu,good result,wahasah|adixoodagoorahareesh|suktogeja_o_ipa
wabamun,good result,titaga|shunda
wabaseemong,good result,atikwa|wabigoon|manigotagan|maskwa
wabash,good result,quiaghtena|kineepikwameekwa|osanamon
wabezi,good result,minnetonka|shingwako|misi_zaaga_igan
wabigoon,good result,wabaseemong|obishikokaang
wabinosh,good result,kaitotikwia
wabuk,good result,winisk|winisk
waccamaw,good result,winyah|peedee
waccasassa_bay,seazone,
wachilmezi,good result,kikonteku|stadacona|andawaohie
waco,good result,melenudo|nokoni|nabaydacu|mayeye
wad_madani,good result,sennar|arbaji|el_eleila
wadi_el_melik,good result,ed_debba
wagiman,good result,kungarakany|jawoyn|limilngan
wahachee,good result,wa|kosalu|tugaloo|kiokee
wahasah,good result,waahukaahaanu|moehe_yoe
wahemen,good result,nichicun|misask|naococane|otish_mountains
wahin_wakpa,good result,mutsisooni_yohe|chinali
waingmaw,good result,chibwe|injangyang|manmaw|ou
wairagarh,good result,dongartal|bandhugara|balaghat|gadchiroli|bramhapuri
wajuru,good result,sakirabia|towa_panka|massaco_jungle|guarasugwe_forest
wak_kabnal,good result,maya_jungle|yax_mutal|uxwitza
wakmua_oin,good result,chagu|cerwecerna|shichah|kaya_paha
walalde,good result,podor|sioure
waldeba,good result,debarq|bazin|axum
wallerfangen,good result,thionville|merzig
walloomsac,good result,pecunktuk|horicon
wallowa,good result,kamiahpu|wallowa|otun
walnaypek,good result,newfoundland_highlands|tho|notre_dame_bay
walong,good result,rima|tengapani
waluulapam,good result,umatilla|ou|mamachatpam|alpo_wa
walyalup,good result,whadjuk|mandurah
wambu,good result,muene_puto|kisakaba|kakoba
wanamara,good result,guwa|ngwaun|puruga
wanan,good result,ganxian|taihe_taihe
wanapum,good result,mamachatpam|nkee_us|wenatchi
wanar,good result,wassu|sine_ngayene
wando,good result,winyah|etiwan
wandu,good result,bembe_kongo|ambuila|wembo|wizi
wang_pho,good result,kanchanaburi|bilauktaung_range1
wanga_bazar,good result,great_rann_of_kutch|islamkot
wangan,good result,yambina|yagalingu|builoo
wanggika,good result,donggo
wangkamana,good result,warluwarra|tonami|pitta_pitta
wangmu,good result,luodian|tongle|ceheng|zhenfeng
wangping,good result,kaicheng|dalinghe
wangulen,good result,tapalquen|pillahuinco|trenquelauquen
wanhufu,good result,chalin|taowen|wehe
wankani,good result,macaya|titiqaqa_lake
wanqiu,good result,epe|xiangcheng|nandun|xihua|epe
wantastiquet,good result,pocumtuck|wa|ottauquechee|po|monadnock|po|sunapee
wanzhou,good result,yunyang|linjiang|shizhu
wapahani,good result,agouasaque|mississinewa
wapikisko,good result,sakiwasipi
wapikopa,good result,tabasokwia|wunnumin
wapinippi,good result,aankwaahsakwa
wapiskau_sk,good result,kipahigan|reindeer_lake
wapitotem,good result,pichinamei|winisk_uplands|attawapiskat_lake
wapkawazioju,good result,kinnickinnic|ou|waumandee|hahatououadeba|hahawakpa|lahontan
wappacoma,good result,ye|mut|ou|ashby|patna_us|cumberland_mountains_7
wappasening,good result,otsiningo|gahato|scahentowanen|lackawanna|lackawaxen|lycoming
wapsipinicon,good result,ahsenisiipi|pecatonica|pecatonica_wi|coiracoentanon|penaca
waqua,good result,eger|meherrin|wiccacon|abe|pamticough
wara,good result,zankor|masa_sud|taweisha
wardaman,good result,kamor|jawoyn|mangarayi
wargamaygan,good result,warungu|burdekin|halifax_bay
wari,good result,purus_amazon_jungle|madeira_amazon_jungle|ahe|kaxarari
waricoto,good result,tumshukaiko|willcahuain|ou
warlmanpa,good result,bilinara|tonami
warluwarra,good result,bulamu|wangkamana
warsaw,good result,zakroczym|czersk|sochaczew|kamieniec
warungu,good result,yidinjdji|djirbalgan|wimanja
wasakin,good result,harricana|eger|lake_abitibi|abe
wasatch,good result,moanunts|ou|uintah
wasetihoge,good result,neosho|nanzewaspe|harahey
washakie,good result,shoshonne
washeo,good result,ia|severn_uplands|shagamu_coast
washita,good result,wewoka|kiamichi|tawakoni
wasit,good result,dayr_aqul|abdas|numaniyyah|al_tib|bakusaya
waskada,good result,sipiweske|saakak_hukaahaanu
wasserburg,good result,muhldorf|rosenheim
wassu,good result,kabakama|wanar
watang,good result,ningpu|luoxiu|epe
watappo,good result,saint_andrew_bay|apalachee
watistiguam,good result,achikamii|ginoogaming
watlala,good result,atfalati|multnomah|po|wishram
watonwan,good result,shetek|ocheyedan
wattogee,good result,abe|mondongachate
wau,good result,nuba_sud|shakka|bayyu|kafia_kinji|meshra_er_req|tambura
waumandee,good result,abe|enookwasaneenah|hahatououadeba|wapkawazioju
waupecan,good result,tiatiki|theakeiki
waveroo,good result,ngunawal|ngurraiillam|yorta_yorta|wachigari
wawaskesiwisakahikan,good result,stony_mountain_uplands
waxhaw,good result,uwharrie|ilasi
wayagamac,good result,kiskissink|po|matawin
waykuche,good result,meli_pillan|rangkawe|huemui_mountains
waylula,good result,alays|el_manaqil|kosa|omdurman
wayustikw,good result,kasakaupuyau|chipisipi
wecho,good result,coppermine_river_upland|ou|great_slave_lake
weenhayek,good result,lumnanas|alpu|tarija
wegorzewo,good result,gumbinnen|barten|lake_mamry
wehe,good result,ilan_hala|chalin|wanhufu|futi|tulguur
wehlau,good result,gumbinnen|gerdauen
weissenfels,good result,naumburg
wekwee_ti,good result,wa|wekweeti_lake
wemba_wemba,good result,dadi_dadi|nari_nari|ayr|wotjobaluk|baraba_baraba
wembo,good result,ambuila|wandu|wizi
wemitigoj,good result,nemag|ou
wenatchi,good result,wanapum|chelan
wenje,good result,lamu|ungwana|oda_boru_ruva
wenshan,good result,shifang|wenchuan|songzhou_songpan|heishui
wenteche,good result,lelbunmapu|inapiremapu|one
wenxian_gongchang,good result,jiezhou|daan
wenxiang,good result,lingbao|huayin
wesel,good result,dusseldorf|kleve
west_aasax,good result,arusha
west_botnia,seazone,
west_hehe,good result,kipengere_range|east_hehe
west_kimbu,good result,east_kimbu|fipa
west_konongo,good result,uvinza|east_konongo|nyamwezi
west_lomwe,good result,boror|macuze|nyani
west_makhuwa,good result,south_shirima
west_ngindo,good result,north_ngindo
west_niger_mouth,seazone,
west_pontic_coast,seazone,
west_sundarban,good result,khulna|jaynagar|indian_coast61
west_yao,good result,east_yao|matengo|nindi|nyanja
western_irrawaddy_delta,seazone,
wet_suwet_en,good result,haisla|nechakot_en|nee_tahi_buhn
wetwin,good result,pinya|kyaukse|sagaing
wewoka,good result,tawehash|washita|oktahutchee
weyanock,good result,powhatan|lower_chesapeake_bay
wha_ti,good result,wekwee_ti|coppermine_river_upland
whaypaw,good result,aupuhkirakanewe
white_horse,good result,kluane
whonnock,good result,sto_lo|ye
wiang_fang,good result,ena|chiang_rai|abe|mong_hsat
wibazoka_wakpa,good result,minizuahe|minichinas
wiccacon,good result,waqua|chowanoke|kehaukee|cherohenaka_nc
wichi,good result,jujuy|niyaj|eben_ezer|shichaam|alpu|yungas
wicontiss,good result,tesinigh|attaock|upper_chesapeake_bay
wielun,good result,sieradz|brzeznica
wigal_wollumbul,good result,marbul|kamilaroi|strzelecki_desert
wigwomadensis,good result,masolian|wdpesek|ayr
wik,good result,winda_winda|umpila
wilinggin,good result,bunuba
willcahuain,good result,waricoto|choquerecuay
williston,good result,hominka|yutuwichan|tsay_keh
willka_pampa,good result,solimoes_amazon_jungle|choccalpata|sondor|auccapana|quillarumiyoc
willman,good result,narroging|ballardong
willmore,good result,crescent_spur|hutton
wimanja,good result,kokomini|kuku_yalanji|djabuganjdji
wimbee,good result,selkehatchie|ogeechee|tybee|ossabaw_sound
wimihsoorita,good result,nodaway|nudarcha
winda_winda,good result,mbeiwum|wik|aurukun_coast
windenburg,good result,tilsit|curonian_lagoon
winisk,good result,wabuk|asheweig
winnee,good result,winyah|peedee|santee
winneway,good result,temiscamingue|kinojevis|quinze_lake
winnibigoshish,good result,shingwako|bemidji
winnipeg,good result,lake_winnipeg|kinosota|mnisaton|mihkwakamiwi_sipiy
winokapau,good result,kamassekuakamat|nipissu
winsen,good result,lauenburg|harburg
wiradjuri,good result,wirrai_durhai|ayr|bangarang|malegoondeet
wishram,good result,watlala|tayxlama
witagron,good result,paramaribo|pereru_tepu|guayana_jungle|coppename_mouth
witset,good result,fez|a_taw_bun_kut_en|ani|wa|na_taw_bun_kut|ediziza_forest
witym,good result,khamra|chuya|peledui|olyokma_upplands5
wiyashakimi,good result,qingaaluk|lake_wiyashakami
wizi,good result,pove|wandu|wembo|mbridge|oando
wizna,good result,lomza|tykocin
wlodawa,good result,brest_litowsk|biala_podlaska|malaryta
wogamusin,good result,
wolastoq,good result,temiscouata|po|madawaska|mittaywanquam
woolna,good result,kungarakany|van_dieman_gulf
woppaburra,good result,guwinmal|kanolu
wotapio,good result,ath|meneeohe|ath|oevemanaho|ath|ohktouna|ath|hisse_yoyi_yoe
wotjobaluk,good result,dadi_dadi|ayr|wemba_wemba
wounta_lagoon,seazone,
wrigley,good result,blackwater|fort_simpson|dehcho_uplands
wroclaw,good result,wolow|sroda_slaska
wuchang,good result,huanggang|jiangxia|daye
wudang,good result,yun|gucheng|guanghua
wujiang_bozhou,good result,suidong|dizhai|dagu_shunyuan|wengshui
wujin,good result,jiangyin|dantu
wujing,good result,yunlong
wulensi,good result,dambai|chamba
wulgurukaba,good result,nyawaygi|bindal|yuru|kutjala|yangga
wuling,good result,taoyuan|longyang|dongping|ulm
wumeng,good result,qiaojia|zhehai|puge|zhaoban|daguan|yongshan
wuning,good result,jianchang|fenning
wunnumin,good result,wapikopa|winisk_uplands|lake_wunnumin
wuntho,good result,myedu
wuping,good result,changting
wuping_daning,good result,quanning|songzhou
wusa,good result,shuicheng
wushan,good result,badong|fengjie
wuyang,good result,xiping|xiangcheng|yancheng_kaifeng|yexian
wuyuan_huizhou,good result,dexing|fuliang|leping
wyaconda,good result,peewareewa|oahaha|moingwena
wycombe,good result,windsor
xalapan,good result,yuskus|ukutal
xalima,good result,omoloon|achaka|kolyma_river
xalisco,good result,tzapotzingo|banderas_bay
xam,good result,kalahari_desert
xavante,good result,bakairi|kukuro_kalapalo|kuhikugu|awen|auwe_jungle|iny_karaja
xcalak_point,seazone,
xerente,good result,acroas|gameleira|funil|akwe|mansinha|gurupi
xiabancheng,good result,baitan|banbishan
xian_quzhou,good result,jiangshan|longyou
xiangcheng,good result,taihe|wanqiu|nandun
xiangru,good result,nanbu|nanchong|yilong
xiangtan,good result,changsha|qiaokou|hengshan|lukou
xiaodandang,good result,rho|zhuluo|tongan_lijiang|linxi|dadandang
xicalango_point,seazone,
xicallanco,good result,mecoacan_lagoon|zahuatan|tatahuitalpan
xicheng,good result,xunyang|goupingguan
xigu,good result,jiezhou|tanchang|tewo
xilin,good result,bada|boai
xilotlan,good result,apatzingan|tlamazolan
xinan,good result,mengjin|alat|mianchi|yuanqu
xinchang_yifeng,good result,shanggao
xincheng_xincheng,good result,baishan|yongshun|qianjiang
xinfeng,good result,baochang_nanxiong
xingan,good result,lingchuan|xiyan|fin
xingan_linjiang,good result,jishui
xingning,good result,changning_anyuan
xinhua_guizhou,good result,changyang|jianshi
xinjian,good result,nanchang|poyang|gaoan
xinning_chen,good result,chenyang|chengzhou
xinxing_annan,good result,annan|xibao|shuicheng
xinye,good result,fancheng|nanyang|ou|ye
xiotenko,good result,matagalpa|ukutal
xiriquitzio,good result,yuririapundaro|penlamu
xisha,good result,heyang|lunan|mile|jianshui
xixiang,good result,shiquan|yangzhou
xiyan,good result,xianning|xingan|abe
xizhou,good result,dingcheng|gucheng_xi|zhenyang
xochitepec,good result,hostotipaquillo|huaxtla
xojeli,good result,qonirat|shimbay|nyzvar
xokleng,good result,itajai|grande_floripa_bay
xualae,good result,chenoka
xuanhua,good result,qianwei|yibin
xuanhua_nanning,good result,qianlong|langning|guwan
xungake,good result,achan
xunhe,good result,aigun|zhanhe|tehcha
xunka,good result,owo|uninka|katen
xunyang,good result,huanglong|shangjin|yunxi|xicheng
xupu,good result,chenxi|huaihua
xuzhou,good result,suining|fengxian|xiaoxian
ya_kti_ki,good result,apetowun|e_shuswap_mtns
ya_ttaish,good result,calcasieu|doustioni|kisatchie
yaaucaniga,good result,rukahe|nakaigetergehe|asingasta|chupilta
yabro,good result,jawan|ballardong|kaprun|kalaamaya
yagala,good result,timbo|konkoure|falaba|kamabai|port_loko
yagalingu,good result,wangan|builoo
yaguari_guazu,good result,mandisobi
yaguarzongo,good result,solimoes_amazon_jungle|cangochamba
yahyali,good result,develi|hargan
yaik,good result,atach
yakesa,good result,emuer|ollo|humar|bir_amur|pangu
yakkajari,good result,nari_nari|malegoondeet
yakyu_ki,good result,kananaskis|ainu_nik|aknuq_uk|nc_ktunaxa_ranges
yalu_river_mouth,seazone,
yalutorovsk,good result,tsaryovo_gorodishche|tavdinsky_sloboda
yamachiche,good result,ekwentondie|shawinigan
yamal,impassable,
yambasa,good result,sanaga|yoko|batchingou|eseka|edea
yambina,good result,yangga|yilba|owanburra|wangan
yambio,good result,djemah|madi|tambura
yamparaez,good result,takopaya|charka
yanchang,good result,jizhou|daning|yonghe|yichuan|yanchuan
yanchuan,good result,shilou|qingjian|yanchang
yanci,good result,bohai|jiyang|gaoyuan_jinan
yanga,good result,ukulan
yangdi,good result,dengfeng|xiangcheng
yangga,good result,wulgurukaba|kutjala|yilba|yambina
yanggu_yanzhou,good result,xucheng|donge|yuncheng|fanxian
yangi,good result,talas|tekabket
yangikent,good result,buzikkala|jubara
yangju,good result,ou|gapyeong|jipyeong|namgyeong
yangman,good result,mudburra|mangarayi|alawa
yangyuan,good result,taiping
yanhe,good result,dejiang|youyang|pengshui
yans,good result,congo_jungle|chuapa|lokoro
yanshan_guangxin,good result,shangrao|yiyang_guangxin
yaoshan,good result,lushan
yapeyu,good result,cuareim|ibicui|ibirapuita
yaporox,good result,coyaima|tocaima
yaqay,good result,kaweinag|yelmek
yarensk,good result,koryazhma|ilyinsko_podomskoye|zheshart
yarkand,good result,zarafshan|maralbexi|poskam
yarkhun,good result,hindu_kush7|masty
yarkino,good result,upper_angara|boguchany
yaros,good result,hum|chana|bohan|uruguay_river
yaroslav_poland,good result,przemysl|piskorowice|rzeszow
yaroslavl,good result,danilov|romanov|kostroma
yarra,good result,kurnai|taungurung|woi_wurrung
yashikumne,good result,chochenyo|chawchila|noptinte|kasumne|suisin
yasothon,good result,suwannaphum|khukhan|prasat_thong_lang|roi_et
yasukand,good result,mahneshan|sojas|bijar|sohrevard
yauri,good result,kontagora|tounouga
yauto,good result,patia|pimempiro_mountains|caloto
yawri_bay,seazone,
yax_mutal,good result,wak_kabnal
yazoo,good result,quigualtam|koroa|chittaloosa|tunica
ybiti,good result,cuareim|ibirapuita|cacequi
ycuamandiyu,good result,ayvu_pora|kuarepoti|curuguaty|enxet|enenlhet
ye_ya_xabine,good result,wawaskesiw_sipiy
yedagiri,good result,chitapur
yedey,good result,tit_ary|buotama|talalakh|sanyyakhtakh
yegaladapa,good result,nirmal|lom|chennur|ramagiri
yehe,good result,kaiyuan_jurchen|tongliao|zhengjiatun
yelabuga,good result,mamadysh|sarapul|zainsk|chalninsky_pochinok
yelets,good result,talitsa_yelets|ust_livny|teshevka
yelmek,good result,yaqay|awyu_jungle
yelnya,good result,shui|smolensk|dukhovshchina
yelovo,good result,votkings|osa
yeme,good result,muruam|ou|cachopostales
yemelyanovo,good result,krasnoyarsk|taseyevo
yendi,good result,bimbilla|daboya
yendyr,good result,bardak|kharom_vosh|siberian_wasteland_6|irtysh
yeniseysk,good result,kazachinskoye|nazimovo|kiya
yenji,good result,heoryeong|huncun|longjing
yeppoon_coast,seazone,
yerema,good result,dyrashnichikha|os_kino
yeremeyevka,good result,dikimdya|uch|aldan_upplands4|po|chara|wa|olyokma_upplands6|has|uolbut
yerevan,good result,surmali|khor_virap
yermolovo,good result,dve_viski|nizhnekolymsk|kolymskoie
yeropol,good result,ujvyn|anadyr_river
yeruda,good result,vangash|bryanka
yevoyakha,good result,pur|siberian_wasteland_10
yevra,good result,leushinskiy_tuman|siberian_wasteland_6
yexian,good result,lushan|xiangcheng|wuyang
yezsk,good result,gorodetsk|maksatikha|otun|ia
ygana,good result,kaarendy|yguazu|tsiripa|itapua
yguazu,good result,amal|santo_antonio|uruguay|cruz_alta|amal|palmeira
yibin,good result,luozuoguan|nanxi|xuanhua
yicheng,good result,fengle|xiangyang
yichuan,good result,xiangning|yanchang|hancheng
yichun,good result,wanzai
yifeng,good result,fasa|lianzhou|lulong
yilba,good result,yangga|yambina
yiliang,good result,heyang|lunan
yilong,good result,nanbu|xiangru
yilun,good result,changhua|shuihui|chengmai
yiman,good result,alchan|vaka|hulin|noto_ussuri|lake_khanka
yimin,good result,bayan_ula|hulun
yingdao,good result,yongming|lingling
yingde,good result,mengli|wa|hanguang
yingshang,good result,shouchun|xiacai|yingzhou|yingshui
yingshui,good result,huoqiu|yingshang
yingzhou,good result,yingshang|taihe
yinshaluo,good result,ife|mengmeng|menglei|sime|mengban_weiyuan
yinwum,good result,yupangathi|luthigh|uutaalnganu
