locationA,locationB,accessType
muhlhausen,nordhausen,land
muhlhausen,sondershausen,land
muhwaosipi,oconto,land
muhwaosipi,peshtigo,river
muhwaosipi,whaypaw,river
muichi,mussimi,river
muinawamek,nisiamk,river
muinawamek,nmejuaqnek,river
muinawamek,wekwayik,river
mukachevo,stryi,land
mukachevo,turka,land
mukachevo,uzhorod,land
mukachevo,velikyi_bereznyi,land
mukah,tatau,river
mukalombo,songye_kongo,river
mukariva,muyove,river
mukariva,zumbo,river
mukdahan,savannakhet,river
mukdahan,that_phanom,river
mukdahan,thuan_binh,river
mukdahan,yasothon,land
muko,taka,land
mukomuko,topos,river
muksu,pamir5,land
muksu,pamir6,land
muksu,vanch,land
muktagacha,mymensingh,river
muktagacha,rangpur_bengal,river
muktagacha,shahjadpur,river
muktagacha,tarakanda,land
muktsar,sarsuti,land
mukur,tokrau,river
mukur,zhamankul,land
mukur,zhamshy,land
mukurru_bunkela,olohose,land
mula,murcia,river
mulanay,ragay_gulf,port
mulanay,tayabas_bay,port
mulhouse,mullheim,river
muli,runyan,river
muli,tongan_lijiang,river
muli,waerhdje,river
muli,yongning_baisheng,river
mulian,musuo,river
mulinuu_cape,niua_high_sea_3,sea
mulinuu_cape,niua_high_sea_4,sea
mulinuu_cape,samoa_high_sea_4,sea
mulinuu_cape,samoa_high_sea_5,sea
mulinuu_cape,savaii,port
mulinuu_cape,taputapu_cape,sea
mullaitivu,trincomalee,river
mullaitivu,vavuniya,land
mullheim,waldshut,river
mullingar,trim,land
mulmuga,tok,river
multan,sitpur,river
multan,thal_desert,river
multan,tulamba,river
multnomah,stlpulmsh,land
multnomah,tillamook,land
multnomah,watlala,river
mulun,ningguta,land
mulunda,saurimo,river
mum,rao,river
mumbos,tala_mugongo,river
mumias,pokot,land
mumias,west_eastern_rift_mountains,land
munchique,munchique_mountains,land
munchique,napiu_jungle,land
munchique,naya_mountains,land
munchique,yauto,land
munchique_mountains,napiu_jungle,land
munchique_mountains,patia,land
munchique_mountains,timbiqui,land
munchique_mountains,yauto,land
mundau_lagoon,sao_francisco_mouth,sea
mundau_lagoon,western_atlantic_high_sea34,sea
mundau_lagoon,western_atlantic_high_sea35,sea
mundurukania,satere_mawe,river
mundurukania,tupulicus,river
mundurukania,xingu_amazon_jungle,land
munduruku,turas,river
munduruku,urubu,river
mungra,raebareli,land
mungra,sultanpur_uttar_pradesh,land
mungra,varanasi,land
mungyeong,sangju,river
mungyeong,yeongcheon,river
munju,yangam,land
munju,yanghung_bay,port
munk,sangvor,river
munk,wesgird,river
munster,osnabruck,land
munster,rheine,river
munster,tecklenburg,land
munster,warendorf,river
munza,oando,river
munza,sanga_kongo,river
muong,quan_da_chau,land
muong,thang_long,river
muong,thien_quan,land
muong_cha,muong_te,river
muong_cha,phong_tho,river
muong_cha,phou_den_din_mountains,land
muong_cha,thuan_chau,river
muong_luan,nam_xuang,land
muong_luan,phou_den_din_mountains,land
muong_luan,son_la,land
muong_luan,thuan_chau,land
muong_te,niuwu,river
muong_te,phong_tho,river
muong_te,phou_den_din_mountains,land
muong_te,situo,river
mupanipani,tora_nju,land
muping,qixia,land
muping,rushan,river
muping,weihai,river
muping,wendeng,river
mupung,namwon,land
mupung,yeongdong,river
mupung,yeonsan,river
muqur,nawah,land
muqur,paropamisus_mountains5,land
muqur,qalat_ghilji,land
muqur,zarghun_shahr,land
mura,negro_amazon_jungle,land
mura,solimoes_amazon_jungle,river
murau,spittal,land
murau,tamsweg,river
murau,tauern_range2,land
muravera,seddori,land
muravera,tortoli,river
murayama,tagawa,land
murayama,yuri,land
murayama,yuza,land
murbach,saint_die,land
murcheh_khvort,natanz,land
murcheh_khvort,nimvar,land
murcheh_khvort,zagros_mountains13,land
murcheh_khvort,zagros_mountains14,land
murcia,orihuela,river
muret,saint_gaudens,river
muret,toulouse,river
murghab,oksu,river
murghab,pamir2,land
murghab,pamir7,river
murghab,pamir8,river
murghab,vamar,river
murgo,raskam,land
muriae,ponte_nova,land
muriae,rio_pomba,land
muriae,sao_fidelis,land
murman_coast,rybachy_peninsula,sea
murman_coast,semiostrov,port
murman_coast,svyatoy_nos_cape,sea
murom,pavlovo,river
murom,starodub_votsky,river
muromtsevo,shish,river
muromtsevo,siberian_wasteland_9,land
muromtsevo,tara,river
muromtsevo_murom,rozhdestveno,river
muromtsevo_murom,sudogda,river
muromtsevo_murom,suzdal,land
muromtsevo_murom,vladimir,river
muromtsevo_murom,zolotkovo,land
muroto_cape,nagaoka,port
muroto_cape,takaoka,port
muroto_cape,tenjin_cape,sea
murranbulla,narrandera,land
murranbulla,strzelecki_desert,land
murranbulla,wailwan,land
murranbulla,wonnarua,land
murri,necocli,river
murri_jungle,xundabe,land
murrinh_patha,nagor,land
murrinh_patha,ongkakaringa,land
murrumgama,waka_waka,land
murt,saravan,land
murter_strait,romagna_coast,sea
murter_strait,sibenik,port
murter_strait,zadar,port
murter_strait,zadar_strait,sea
muruam,tsel_tatli_dsha,river
muruam,yeme,river
murwara,ramnagar,river
murwara,singorgarh,land
murzuk,murzuk_desert,land
murzuk,sabha,land
murzuk,ubari,land
murzuk,zawila,land
murzuk_desert,qatrun,land
murzuk_desert,sahel_corridor03,land
murzuk_desert,sahel_corridor13,land
murzuk_desert,sahel_corridor20,land
murzuk_desert,seguedine,land
murzuk_desert,ubari,land
murzuk_desert,zawila,land
murzzuschlag,pitten,land
murzzuschlag,rottenmann,land
murzzuschlag,scheibbs,land
murzzuschlag,weiz,land
murzzuschlag,wiener_neustadt,land
mus,suphan_mountains,land
mus,tatvan,land
mus,varto,river
musa,taitou_cape,port
musa_qala,paropamisus_mountains2,land
musa_qala,tarinkot,river
musaymir,taizz,land
musaymir,yahr,land
muscotnetcong,piscopeek,land
muscotnetcong,raritan,land
muscotnetcong,tohickon,river
muse,nam_thing,river
muse,shan_hills1,land
muse,ta_shwe_htan,river
mushikitee,utikuma_uplands,land
mushikitee,wabasca,river
mushkov_pogost,rogachevo,land
mushkov_pogost,ruza,land
mushkov_pogost,volok,land
mushkov_pogost,zvenigorod,land
mushuau,whale_lowlands,land
musi,palembang,river
musi,tingkip,river
musi_hilir,palembang,river
musi_hilir,tenggulang,river
musikot,pyuthan,land
musikot,takam,land
muskeg_upland,ot_esh_otchore,river
muskeg_upland,thilane_hot_ine,river
muskeg_upland,tipinuwak,land
muskegon,onekama,river
muskegon,owashtanong,river
muskegon,wind_point,port
muskiki,porcupine_hills,river
muskingum,onimgohow,river
muskingum,wihlink,river
musong,yeonggwang,river
musquedoboit,shubenacadie,land
musquedoboit,weljuik,river
mussende,nanboa_angonga,land
mussende,oacco,river
mussende,tende,land
mussombo,sambo,land
mussumba,shana_bukanda,river
mussumba,umballa,land
mustinka,tewaukon,land
mustinka,tipsinah,land
musu_point,myeongcheon,port
musu_point,orang_point,sea
musu_point,sea_of_japan10,sea
musu_point,yongdae_cape,sea
musuo,shan_hills2,river
musuo,yinshaluo,land
mut,pirloganda,land
mut,silifke,land
mut,west_taurus_2,land
mutota,zumbo,river
mutota,zvongombe,land
mutsisooni_yohe,ponoeohe,land
mutsisooni_yohe,wahin_wakpa,river
mutsun,noptinte,land
mutsun,santa_cruz_cove,port
mutsun,tepotahal,river
mutsun,yashikumne,land
mutum,nandu,land
muumyangan,xinhure,land
muwayh,qasr_al_qaba,land
muwayh,turbah,land
muwayh,umm_ad_dawm,land
muxihe,qinlingshan2,land
muxihe,quge,river
muxima,muxima_ayo,river
muxima,quiteta_coast,port
muxima_ayo,ngololo,river
muyove,nyarinde,land
muyu,tsaukambo,river
muyu,zimakani_jungle,land
muyua,sewataitai_bay,port
muyupampa,muyupampa_forest,river
muyupampa,tapiete,river
muyupampa,tarija,river
muyupampa,weenhayek,river
muyupampa_forest,tapiete,river
muyupampa_forest,weenhayek,land
muzhech,oboyan,land
muzhech,olgov,land
muzhech,rakitnoye,land
muzhech,sudzha,land
mwali_island,ngazidja,port
mwali_island,njazidja_channel,sea
mwali_island,nzwani,port
mwamasapa,nyakyusa,river
mwamasapa,tumbuka,river
mwamwako_island,namweraha_point,sea
mwenezi,naletale,land
mwenezi,nkankezi,land
mweru,nyangwe,land
mweru,tchafolonguta,river
mwotlap_high_sea_1,mwotlap_high_sea_2,sea
mwotlap_high_sea_1,new_caledonia_high_sea_9,sea
mwotlap_high_sea_1,pacific_south_current31,sea
mwotlap_high_sea_1,pacific_south_current32,sea
mwotlap_high_sea_1,south_melanesian_sea,sea
mwotlap_high_sea_2,mwotlap_high_sea_3,sea
mwotlap_high_sea_2,south_melanesian_sea,sea
mwotlap_high_sea_3,mwotlap_high_sea_4,sea
mwotlap_high_sea_3,paama_island,sea
mwotlap_high_sea_3,south_melanesian_sea,sea
mwotlap_high_sea_4,mwotlap_high_sea_5,sea
mwotlap_high_sea_4,paama_island,sea
mwotlap_high_sea_4,south_melanesian_sea,sea
mwotlap_high_sea_5,south_melanesian_sea,sea
mwotlap_high_sea_5,tai_coast,sea
mwotlap_high_sea_5,tikopia_high_sea_1,sea
mwotlap_high_sea_6,mwotlap_high_sea_7,sea
mwotlap_high_sea_6,nahoi_cape,sea
mwotlap_high_sea_7,mwotlap_high_sea_9,sea
mwotlap_high_sea_7,nahoi_cape,sea
mwotlap_high_sea_7,new_caledonia_high_sea_1,sea
mwotlap_high_sea_7,remarkable_point,sea
mwotlap_high_sea_8,mwotlap_high_sea_9,sea
mwotlap_high_sea_8,petrie_coast,sea
mwotlap_high_sea_8,poudioue_coast,sea
mwotlap_high_sea_8,rossel_cape,sea
mwotlap_high_sea_8,santal_bay,sea
mwotlap_high_sea_9,new_caledonia_high_sea_1,sea
mwotlap_high_sea_9,petrie_coast,sea
myadzyel,svencionys,land
myadzyel,svir,river
myadzyel,vileyka,river
myakit,omchikan_range,land
myakit,orotukan,land
myakit,tala,land
myanaung,paungde,river
myanaung,pyay,river
myanaung,tharrawaddy,river
myaungmya,naungyo,river
myaungmya,ngaputaw,river
myaungmya,western_irrawaddy_delta,port
mychesk,zdvizhen,land
mychesk,zhytomyr,land
myede,pegu_jungle,land
myede,pyay,river
myede,taungdwingyi,river
myede,thayet,river
myedu,ngasingu,river
myedu,takawng,river
myedu,wuntho,river
myeongju,pyeongchang,land
myeongju,samcheok,river
myeongju,samcheok_coast,port
myitkyina,waingmaw,river
myitta,tavoy,land
myitta,thayetchaung,land
mykonos,west_cyclades,port
mykytyn_rih,sofiivka,land
mykytyn_rih,tomakivka,river
mykytyn_rih,velyka_lepetykha,river
mykytyn_rih,velyka_oleksandrivka,river
mymensingh,tarakanda,land
myndagai,nuotara,land
myndagai,uorga,land
myrhorod,velyki_sorochyntsi,land
myrtoan_sea,saronic_gulf,sea
myrtoan_sea,south_cyclades,sea
myrtoan_sea,west_cyclades,sea
myshuryn_rih,oril,river
myshuryn_rih,petrove,land
myshuryn_rih,sofiivka,land
myshuryn_rih,usivka,river
myslenice,nowy_sacz,land
myslenice,nowy_targ,land
myslenice,oravsky_podzamok,land
myslenice,oswiecim,river
myslenice,wieliczka,river
myslenice,zywiec,river
mysore,nanjanagud,land
mysore,narsipur,river
mysore,seringapatam,river
mysore,srigangapatna,river
mysore,ummatur,river
mystras,oitylo,river
mystras,peloponnesian_mountains2,land
mystras,veligosti,land
n_nallamalla,s_nallamalla,land
n_nallamalla,srisailam,river
n_pooh_le,osoyoos,river
n_pooh_le,scqescilni,river
n_pooh_le,snt_t_ulix,river
n_pooh_le,stata_ketux,river
n_pooh_le,stxtilusten,land
n_shuswap_mtns,qw_ewt,land
n_shuswap_mtns,sexqeltqin,land
n_shuswap_mtns,simpcw,land
n_shuswap_mtns,stil_qw,land
na_isha,taviwac,land
na_taw_bun_kut,nak_azdlit_en,lake
na_taw_bun_kut,nat_oot_en,lake
na_taw_bun_kut,sguuxs,lake
na_taw_bun_kut,ts_il_kaz_koh,lake
na_taw_bun_kut,witset,lake
naam,rub_al_khali1,land
naama,plain_tamlelt1,land
naama,qutb,land
naas,navan,land
naas,wicklow_mountains,land
naasioi,rapoisi_jungle,land
naasioi,rotokas,river
naasioi,tolotapalo_point,port
naasioi,vella_gulf,port
nababeep,namakwa,land
nabagram,ruga,land
nabagram,shaharpara,river
nabagram,sohra,river
nabagram,sylhet,river
nabagram,tarakanda,land
nabaydacu,nacachau,river
nabaydacu,nacogdoches,river
nabaydacu,nakono,river
nabaydacu,waco,river
nabek,qusayr,land
nabek,qutayfah,land
nabesna_forest,northway,land
nabesna_forest,sixtymile,land
nabesna_forest,tanacross,land
nabesna_forest,tetlin,land
nabesna_forest,upper_yukon,river
nabesna_forest,white_horse,land
nabeul,tunis,river
nabeul,zaghouan,land
nabiti,nacachau,river
nabiti,nacao,river
nabiti,nadakuh,river
nabiti,nisohone,river
nabiti,tanimuu,river
nabiti,yscani,river
nablus,safed,land
nac_nanuk,pataxo,river
nac_nanuk,tapuy,river
nacachau,tanimuu,river
nacachau,waco,river
nacao,nacogdoches,land
nacao,naconiche,river
nacao,nadakuh,river
nacao,ya_ttaish,land
nacaome,queiquin,river
nacaome,texiguat,land
nacaome,xoxonal,land
nachirvik,nome_coast,port
nachirvik,norton_bay,port
nachirvik,sinjik,river
nachod,podebrady,river
nachod,swidnica,land
naco,ticamaya,river
naco,yoro,river
nacogdoches,naconiche,river
nacogdoches,nakono,river
naconiche,nakono,river
nacoochee,nantahala_forest,river
nacoochee,pakanahuili,river
nacoochee,talimachusi,river
nacoochee,tugaloo,land
nadah_dogalnine,tse_binestie,land
nadakuh,nisohone,river
nadi,nandan,river
nadi,tongle,river
nadi,zhishan,land
nadia,pandua,river
nadia,pipli,land
nadleh_whuten,nadlehbun,lake
nadleh_whuten,nak_albun,lake
nadleh_whuten,nak_azdlit_en,river
nadleh_whuten,nat_oot_en,river
nadleh_whuten,saik_uz,land
nadleh_whuten,yekooche,river
nadlehbun,nat_oot_en,lake
nadleht_en,nazkot_en,land
nadleht_en,saik_uz,land
nadleht_en,xat_sull,land
nadol,pali,land
nadol,sirohi,land
nadushan,taft,land
nadvoitsy,ontajarvi,land
nadvoitsy,puatane,land
nadvoitsy,saarijoki,river
nadvoitsy,sumsky_posad,land
nadvoitsy,tunkuo,land
nadvoitsy,vygozero,river
nadym,ob,river
nadym,obdorsk,river
nadym,pravaya_khetta,river
nadym,siberian_wasteland_11,river
nadzcaan,namaan,land
naffis,tamdegost,land
naffis,tednest,land
naffis,tinmel,land
naffis,western_high_atlas1,land
nafpaktos,salona,river
naga,takaichi,land
naga,yoshino,land
naga_bikol,san_miguel_bay,port
naga_bikol,sawangan,river
naga_hills1,rongmei_naga,river
naga_hills1,tizu,river
naga_hills1,viswema,land
naga_hills2,tamu,land
naga_hills2,tizu,river
naga_hills3,tizu,land
naga_hills3,viswema,land
naga_hills4,namrup,land
naga_hills4,noadihang,river
naga_hills4,tarung,land
nagagami,pagwachuan,land
nagagami,watistiguam,land
nagagami,wawa_uplands,land
nagahrada,salumbar,land
nagaoka,nii,river
nagaoka,tosa,land
nagapattinam,pattukkottai,river
nagapattinam,thanjavur,land
nagaradalaax,siberian_tundra_4,river
nagaradalaax,solomoydokh,river
nagaradalaax,yukaghyr_upplands2,land
nagarando,nequecheri,river
nagarando,poneloya_coast,port
nagarando,sutiapan,river
nagarando,xolotlan_lake,lake
nagarkot,nurpur,river
nagarkot,palampur,river
nagarparkar,tharparkar_desert,land
nagarparkar,vingur,land
nagata_cape,noma_cape,sea
nagata_cape,sata_cape,sea
nagata_cape,satsunan_islands,port
nagatinong,okaisipi,river
nagatinong,picanoc,river
nagatinong,quyon,river
nagaur,osian,land
nagaur,phalvardhika,land
nagavskaya,sadovoye_kalmykia,land
nagavskaya,tormosin,river
nagavskaya,ust_tsimla,river
nagavskaya,zavetnoye,land
naggar,suket,land
nagh,paroom,land
nagh,washuk,land
naghan,vanak,land
naghan,zagros_mountains12,river
nagina,piran_i_kaliyar,river
nagina,seohara,river
nagina,thalisain,river
nagod,panna,land
nagod,ramnagar,river
nagod,rewa,river
nagold,oberkirch,land
nagold,oberndorf,land
nagold,tubingen,land
nagorsk,obyachevo,land
nagorsk,siberian_wasteland_1,land
nagorsk,slobodskoy,river
naguatex,nasoni,river
naguatex,ouachita,land
nagyboszormeny,nagykallo,land
nagyboszormeny,szabolcs,land
nagyecsed,nagykallo,land
nagyecsed,syvlyush,river
nagyecsed,szatmar,river
nagyecsed,varda,river
nagykallo,szabolcs,land
nagykallo,varda,land
nagykanizsa,olsnica,river
nagykanizsa,ptuj,river
nagykanizsa,zalaegerszeg,river
nahan,sadhaura,river
nahan,saharanpur,river
nahan,sirhind,river
nahan,soonpur,river
nahavand,zagros_mountains11,land
nahavand,zagros_mountains9,land
nahil,pilibhit,river
nahil,shahjahanpur,land
nahma,takwata,river
nahoi_cape,queiros_cape,sea
nahoi_cape,remarkable_point,sea
nahoi_cape,sakao,port
nahoi_cape,tolomako,port
nahoi_cape,valpei,port
nahuel_huapi_lake,puyehue_forest,lake
nahuel_huapi_lake,vuriloche,lake
nahuelpan,puel_co,land
nahuelpan,tecka,river
naiba,siberian_hills_7,land
naiba,tiksi,river
naiman,quanning,river
naiman,tongliao,river
naiman,wuping_daning,river
naiman,yizhou_jurchen,land
nain,tudeshk,land
nain,zavareh,land
nainital,rudrapur_kumaon,land
nainpur,ramgad,river
najama,odonga,land
najama,ondjiva,river
najama,owambo,river
najama,uukwambi,land
najera,sto_domingo_silos,land
najera,urbion_peaks,land
najran,rub_al_khali1,land
najran,sadah,land
najran,suq_al_ghinan,land
naju,yeonggam,land
naju,yeonggwang,land
nak_albun,nak_azdlit_en,lake
nak_albun,tl_azt_en,lake
nak_albun,yekooche,lake
nak_azdlit_en,nat_oot_en,river
nak_azdlit_en,tl_azt_en,river
naka,nasu,land
naka,takano,land
naka_hyuuga,udo_cape,port
naka_iwami,nima,river
naka_iwami,oochi,land
naka_iwami,takayama_cape,port
naka_iwami,yamagata,land
naka_shikoku,nakata,river
naka_shikoku,tenjin_cape,port
nakai_jungle,nong_bok,land
nakai_jungle,sepon,land
nakai_jungle,thuan_binh,land
nakaigetergehe,qompi,river
nakaigetergehe,raxalaa,river
nakaigetergehe,romang,river
nakaigetergehe,rukahe,river
nakaigetergehe,taragui,river
nakaigetergehe,tilala,river
nakaigetergehe,yaaucaniga,river
nakajima,niwa,land
nakakamikawa,sorachi,land
nakakamikawa,uryuu,land
nakaoono,nomi,land
nakaoono,sakai_echizen,land
nakatsu,onga,river
nakatsu,shimonoseki_strait,port
nakchu,nyainqentanglha1,land
nakchu,nyainqentanglha4,land
nakchu,rongpo,river
nakchu,tsedzong,river
nakchu,tsora,land
nakenk,san_sebastian_bay,port
nakhal,rustaq,river
nakhal,tehama_coast,port
nakhara,peledui,river
nakhara,tegelspit,land
nakhara,vilyuychan,land
nakhara,xamaxar_uplands2,land
nakhchivan,nazok_olya,river
nakhchivan,tatev,land
nakhon_chum,nakhon_sawan,river
nakhon_chum,tak,river
nakhon_sawan,phayuhakhiri,river
nakhon_sawan,phraek,river
nakhon_thai,song_khwae,river
nakhon_thai,sra_luang,river
nakhon_thai,sukhothai,river
nakhon_thai,thung_yang,river
nakijin,urasoe,river
nakipa,san_quintin_bay,port
nakipa,tecopa_cape,port
naklo,swiecie,land
naklo,szubin,land
naklo,tuchola,land
naklo,wyrzysk,land
naklo,zlotow,land
naknelk_lake,qarr_unaq,lake
nako,sarahan,river
nako,tabo,land
nako,tsaparang,river
nako,tsorub,land
nakop,nng,river
nakop,tconsiep,river
nakpa,salaga,river
nakpa,yendi,river
nakshaparvat,tezpur,river
nakshaparvat,ziro,land
nal,surab,land
nal,wadh,land
naldrug,parenda,land
naldrug,sholhapur,land
naledi,ntsweng,land
naletale,nkankezi,land
naletale,sebakwe,river
naletale,zinjanja,land
nalgonda,rachakonda,land
nalgonda,undrugonda,land
nalgonda,wazirabad,land
nalimsk,srednekolymsk,land
nalimsk,ulakh,land
nalimsk,xatingnaax,land
nalinggele,temirlik,land
nalinggele,tsaidam_dunes,land
nalli,sogut,river
nalolo,namieta,river
nalolo,njoko,river
nalolo,zambesia_katongo,river
nalou,shiping,river
nalou,situo,land
nalut,west_grand_erg_oriental2,land
nalyachchyya,nelgese,river
nalyachchyya,siberian_hills_3,river
nalyachchyya,yana_plateau,river
nalyuchi,staraya_russa,river
nalyuchi,yazhelbitsy,land
nam_sach,quang_yen,river
nam_sach,red_river_delta,port
nam_sach,van_kiep,land
nam_sach,vu_ninh,river
nam_thing,pangyang,river
nam_thing,ta_shwe_htan,river
nama,namakwa,land
namaan,pachan,river
namaan,tatahuitalpan,river
namaan,yax_mutal,river
namakan,neemannee,river
namakan,quetico,river
namakan,rainy_lake,lake
namakan,wabigoon_uplands,river
namalata,north_middle_atlas,land
namalata,sefrou,river
namalata,taunat,river
namalata,taza,land
namana,siniaia_upplands,land
namaqua,omatako,land
namaqua,otjiwarongo_mountains,land
namaqua,otjozondjii,land
namaro,sikieye,land
namau,petoi_point,port
namau,toaripi,river
namau,urama_island,port
namballe,pukamuru,land
namballe,samanga_mountains,land
namballe,solimoes_amazon_jungle,land
nambikwara,surui_paiter,river
nambu,suki,river
nambu,unji_point,port
nambu,were_jungle,river
nambue_jungle,pimempiro_mountains,river
nambue_jungle,quijos,land
nambue_jungle,siona,river
namdal,steinkjer,river
namekata,sendai_bay,port
namekata,shineha,river
namekata,shioya_cape,port
namekata,uda_mutsu,river
namew,opaskwayak,land
namew,saskatchewan,land
namew,wekusko_upland,land
namewaminikan,nipigon,river
namewaminikan,ombabika,river
namgyeong,papyeong,river
namgyeong,yangju,river
namhae,sacheon_bay,port
namhkan,namsam_range,land
namhkan,shan_hills1,land
namhkan,shwegu,river
namhsan,shan_hills1,land
namib_desert,ogain,land
namib_desert,shearwater_bay,port
namib_desert,spencer_bay,port
namib_desert,tsaris_mountains,land
namib_desert,tsau,river
namib_desert,walvis_bay,port
namibe,tombua_cape,port
namibe,upper_pinda,river
namieta,njoko,river
namiquipa,papigochic,land
namiquipa,sainapuchi,land
namiquipa,tehua,land
namiquipa,xicahua,land
namjan,or_aktobe,land
namjan,suyunduk,river
namjan,tanalyk,river
namjan,zhetykol,land
namling,shigatse,river
namling,tsangdram,river
namo_me,rumu,river
namo_me,zimakani_jungle,river
namonuito_atoll,pulap_coast_2,port
namonuito_atoll,ulul_coast,port
nampajic_coast,pakatnamu,port
nampajic_coast,sana,port
nampajic_coast,xllang,port
namrup,noadihang,river
namsam_range,nandan_tengcheng,land
namsam_range,shwegu,land
namtso_doring,reu_lake,lake
namtso_doring,ronglung,river
namtso_doring,shantsa,land
namu_atoll,namu_coast_2,port
namu_atoll,wotje_coast_2,port
namu_coast_2,ralik_high_sea_13,sea
namu_coast_2,ralik_high_sea_14,sea
namu_coast_2,wotje_coast_2,sea
namunka,nogule,land
namunka,noto_ussuri,river
namunka,shili,land
namur,nivelles,land
namur,walcourt,river
namweraha_point,ulawa,port
namweraha_point,ulawa_island,sea
namwon,suncheon,land
namy,siberian_hills_7,river
namy,siberian_tundra_7,river
namy,tyul_gyar,land
namy,urasalakh,river
namyslow,olesnica,land
namyslow,opole,land
namyslow,sycow,land
namyslow,wieruszow,land
nan,phrae,land
nan,pua,river
nan,thung_yang,river
nana_kahinga,nana_kandungu,river
nanan,pingdian,river
nanan,weichu,river
nanan,xie,river
nanan,yimen,river
nanan_quanzhou,tongan,river
nanan_quanzhou,xiamen_harbour,port
nanan_quanzhou,xianyou,river
nanan_quanzhou,yongchun,land
nanatsoho,nasoni,river
nanboa_angonga,quibala,river
nanbu,nanchong,river
nanbu,puan,river
nanbu,xiangru,river
nanbu,xichong,land
nanbu,yanting,land
nanbu,yilong,river
nanbu,zitong,land
nanchang,poyang_lake,lake
nanchang,xinjian,river
nancheng,nanfeng,river
nancheng,xincheng_jianchang,land
nancheng,yihuang,land
nanchong,pengxi,land
nanchong,xiangru,river
nanchong,xichong,land
nanchong,yuechi,river
nanchuan,qijiang,land
nanchuan,wulong,land
nanchuan,zhengan,land
nanchuan,zhenzhou,land
nancy,neufchateau_des_vosges,land
nancy,saint_mihiel,river
nancy,toul,river
nancy,vic_sur_seille,land
nandagiri,palasamudram,river
nandan,sien,river
nandan_tengcheng,zhenxi,land
nandapur,nowrangapur,land
nander,nirmal,river
nander,pathri,river
nander,qandhar,river
nandeva,passo_fundo,river
nandeva,patos,river
nandeva,tupancireta,river
nandeva,umbu,river
nandgram,wairagarh,river
nandian,rouyuan,river
nandian,tengchong,river
nandian,zhenxi,land
nandod,nandurbar,river
nandod,rander,river
nandod,sultanpur,river
nandod,surat,river
nandun,pingyu,land
nandun,shangcai,land
nandun,shangshui,river
nandun,shenqiu,land
nandun,wanqiu,river
nandun,xiangcheng,river
nandurbar,sultanpur,river
nandyal,s_nallamalla,land
nandyal,srisailam,land
nanfeng,qianhua,land
nanfeng,xincheng_jianchang,land
nanfeng,yihuang,land
nanga_parbat,sharda,land
nanga_parbat,udabhanda,river
nangchen,pelme,river
nangchen,zurmang_namgyaltse,river
nangcheon,pocheon,land
nangcheon,yanggu,river
nanghaer,niyskiy_bay,port
nanghaer,northern_sakhalin_bay,port
nanghaer,severny_bay,port
nanghaer,wuliehe,river
nangong,ningjin_zhaozhou,land
nangong,qinghe,land
nangong,xindu_jizhou,land
nangong,zaoqiang,land
nanhai,panyu,river
nanhai,qingyuan,land
nanhai,sanshui,river
nanhai,shunde,river
nanhai,xinhui,river
nanhudashan,pakuali,river
nanhudashan,seediq,land
nanhudashan,squliq,land
nanhudashan,truku,river
nanhudashan,yonaguni_strait,port
nanhui,nanhui_cape,port
nanhui,shanghai,river
nanhui,yantze_estuary,port
nanhui_cape,wunansha_island,sea
nanhui_cape,yantze_estuary,sea
nanhui_cape,zhousan_archipelago1,sea
nanhui_cape,zhousan_archipelago2,sea
nanjanagud,ummatur,land
nanjanagud,wayanad,land
nanjiang,nanzheng,land
nanjiang,tongjiang,land
nankang,shangyou,land
nankang,wanan,land
nankang,xinfeng,land
nanlang,xisa,river
nanle,qingfeng,river
nanle,shenxian,land
nanle,weixian,river
nanle,yuancheng,river
nanling,qingyang,land
nanling,tongling,land
nanling,wuhu,river
nanling,xuancheng,river
nanling1,qianyang_yuanzhou,land
nanling1,suining_jing,land
nanling1,tongdao,land
nanling1,wugang,land
nanling1,xiakou,land
nanling1,xinhua,land
nanling1,xinning_wugang,land
nanling1,xiyan,land
nanling1,xupu,land
nanling1,yining,land
nanling2,qingxiang,land
nanling2,xingan,land
nanling2,xinning_wugang,land
nanling2,xiyan,land
nanling2,yingdao,land
nanling2,yongming,land
nanling3,ningyuan,land
nanling3,yingdao,land
nanling4,ruyuan,land
nanling4,yangshan,land
nanling4,yizhang,land
nanliu,watang,land
nanning,rende,river
nanning,zhanyi,river
nannup,pinjarup,river
nannup,wardandi,river
nannup,yoberrore,land
nanpi,ningjin,land
nanpi,qingchi,river
nanpi,yanshan,land
nanping,ouning,land
nanping,shaxian,river
nanping,shunchang,river
nanping,youxi,river
nanrantsouak,norridgewock,river
nansemond,weyanock,river
nansemond,wiccacon,land
nansen_forest,teem,land
nansheng,pinghe,land
nansheng,yongding_shanghang,land
nansheng,zhangping,land
nantahala_forest,quanasee,land
nantahala_forest,tellico,land
nantes,quiberon_bay,port
nantha_kyun_island,ngayoke_bay,sea
nantha_kyun_island,pathein,port
nantha_kyun_island,ramree_island,sea
nantha_kyun_island,thandwe,port
nantucket,nantucket_shoals,port
nantucket,narragansett_bay,port
nantucket_shoals,narragansett_bay,sea
nantucket_shoals,nauset,port
nantucket_shoals,pleasant_bay,sea
nantucket_shoals,western_atlantic_high_sea88,sea
nantucket_shoals,western_atlantic_high_sea89,sea
nantucket_shoals,western_atlantic_high_sea90,sea
nantwich,oswestry,land
nantwich,shrewsbury,land
nantwich,stoke,land
